Inspection_ID,Licence_ID,Inspection_Date,Inspection_Type,Outcome,Breach_Category,Follow_Up_Required
INSP_008443,SPSV_02726,2025-07-23,ROUTINE,PASS,NAN,NO
INSP_008444,SPSV_00542,2024-06-09,TARGETED,PASS,NAN,NO
INSP_008445,SPSV_01433,2025-07-15,TARGETED,PASS,NAN,NO
INSP_008446,SPSV_02661,2022-12-27,ROUTINE,PASS,NAN,NO
INSP_008447,SPSV_01548,2025-10-30,TARGETED,PASS,NAN,NO
INSP_008448,SPSV_04361,2022-05-09,FOLLOW-UP,PASS,NAN,NO
INSP_008449,SPSV_01405,2022-06-15,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_008450,SPSV_02981,2022-03-06,ROUTINE,PASS,NAN,NO
INSP_008451,SPSV_00273,2022-04-10,TARGETED,PASS,NAN,NO
INSP_008452,SPSV_00369,2023-03-02,FOLLOW-UP,PASS,NAN,NO
INSP_008453,SPSV_00377,2022-03-13,FOLLOW-UP,PASS,NAN,NO
INSP_008454,SPSV_01084,2025-12-05,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_008455,SPSV_00772,2023-12-07,TARGETED,PASS,NAN,NO
INSP_008456,SPSV_04521,2023-02-03,TARGETED,PASS,NAN,NO
INSP_008457,SPSV_02008,2025-07-30,ROUTINE,PASS,NAN,NO
INSP_008458,SPSV_03971,2022-05-26,COMPLAINT-LED,PASS,NAN,NO
INSP_008459,SPSV_01524,2022-05-31,TARGETED,PASS,NAN,NO
INSP_008460,SPSV_01279,2024-04-14,COMPLAINT-LED,PASS,NAN,NO
INSP_008461,SPSV_01853,2023-01-18,TARGETED,PASS,NAN,NO
INSP_008462,SPSV_01373,2023-09-19,ROUTINE,PASS,NAN,NO
INSP_008463,SPSV_00738,2022-07-17,ROUTINE,PASS,NAN,NO
INSP_008464,SPSV_03440,2024-10-27,ROUTINE,PASS,NAN,NO
INSP_008465,SPSV_03575,2022-11-12,ROUTINE,PASS,NAN,NO
INSP_008466,SPSV_01301,2025-02-21,TARGETED,PASS,NAN,NO
INSP_008467,SPSV_04121,2022-11-23,TARGETED,PASS,NAN,NO
INSP_008468,SPSV_02517,2024-10-07,ROUTINE,FAIL,SAFETY,NO
INSP_008469,SPSV_01620,2022-04-02,FOLLOW-UP,PASS,NAN,NO
INSP_008470,SPSV_03608,2025-04-04,FOLLOW-UP,PASS,NAN,NO
INSP_008471,SPSV_03781,2023-05-27,FOLLOW-UP,PASS,NAN,NO
INSP_008472,SPSV_02473,2023-11-29,ROUTINE,PASS,NAN,NO
INSP_008473,SPSV_04674,2025-11-25,ROUTINE,PASS,NAN,NO
INSP_008474,SPSV_04744,2024-02-15,TARGETED,PASS,NAN,NO
INSP_008475,SPSV_00550,2023-10-16,ROUTINE,FAIL,OTHER,YES
INSP_008476,SPSV_03220,2022-08-02,ROUTINE,PASS,NAN,NO
INSP_008477,SPSV_01531,2024-04-02,TARGETED,PASS,NAN,NO
INSP_008478,SPSV_04655,2024-05-05,ROUTINE,PASS,NAN,NO
INSP_008479,SPSV_02127,2022-02-16,ROUTINE,PASS,NAN,NO
INSP_008480,SPSV_04636,2023-06-22,ROUTINE,PASS,NAN,NO
INSP_008481,SPSV_04575,2025-04-07,ROUTINE,PASS,NAN,NO
INSP_008482,SPSV_04028,2024-10-12,COMPLAINT-LED,PASS,NAN,NO
INSP_008483,SPSV_02326,2024-07-27,ROUTINE,PASS,NAN,NO
INSP_008484,SPSV_01768,2023-09-08,FOLLOW-UP,PASS,NAN,NO
INSP_008485,SPSV_00113,2024-02-19,ROUTINE,PASS,NAN,NO
INSP_008486,SPSV_02840,2023-07-10,TARGETED,PASS,NAN,NO
INSP_008487,SPSV_04157,2023-09-16,TARGETED,FAIL,INSURANCE,YES
INSP_008488,SPSV_04610,2023-08-11,TARGETED,PASS,NAN,NO
INSP_008489,SPSV_03437,2025-08-25,ROUTINE,FAIL,INSURANCE,YES
INSP_008490,SPSV_03532,2025-01-26,FOLLOW-UP,PASS,NAN,NO
INSP_008491,SPSV_03076,2024-03-31,ROUTINE,PASS,NAN,NO
INSP_008492,SPSV_02792,2025-08-29,ROUTINE,FAIL,SAFETY,YES
INSP_008493,SPSV_00058,2023-09-09,TARGETED,PASS,NAN,NO
INSP_008494,SPSV_04735,2023-04-23,ROUTINE,PASS,NAN,NO
INSP_008495,SPSV_01757,2024-02-23,ROUTINE,PASS,NAN,NO
INSP_008496,SPSV_00359,2022-03-08,TARGETED,PASS,NAN,NO
INSP_008497,SPSV_00764,2025-01-15,FOLLOW-UP,FAIL,SAFETY,YES
INSP_008498,SPSV_00529,2025-04-12,FOLLOW-UP,PASS,NAN,NO
INSP_008499,SPSV_02447,2024-07-22,ROUTINE,PASS,NAN,NO
INSP_008500,SPSV_04763,2025-12-13,COMPLAINT-LED,PASS,NAN,NO
INSP_008501,SPSV_01930,2022-09-02,FOLLOW-UP,PASS,NAN,NO
INSP_008502,SPSV_02277,2023-01-02,ROUTINE,FAIL,ACCESSIBILITY,NO
INSP_008503,SPSV_02972,2023-10-03,ROUTINE,PASS,NAN,NO
INSP_008504,SPSV_01922,2024-09-03,ROUTINE,PASS,NAN,NO
INSP_008505,SPSV_03047,2022-09-19,TARGETED,FAIL,DOCUMENTATION,NO
INSP_008506,SPSV_04387,2022-08-22,ROUTINE,FAIL,INSURANCE,NO
INSP_008507,SPSV_03471,2022-01-02,ROUTINE,PASS,NAN,NO
INSP_008508,SPSV_03259,2024-08-30,TARGETED,PASS,NAN,NO
INSP_008509,SPSV_02103,2022-09-24,TARGETED,PASS,NAN,NO
INSP_008510,SPSV_01744,2023-06-02,COMPLAINT-LED,PASS,NAN,NO
INSP_008511,SPSV_01447,2025-07-01,ROUTINE,PASS,NAN,NO
INSP_008512,SPSV_01495,2024-02-10,ROUTINE,FAIL,DOCUMENTATION,NO
INSP_008513,SPSV_01480,2025-06-30,ROUTINE,PASS,NAN,NO
INSP_008514,SPSV_00440,2025-12-22,FOLLOW-UP,PASS,NAN,NO
INSP_008515,SPSV_04186,2025-11-20,ROUTINE,PASS,NAN,NO
INSP_008516,SPSV_00168,2023-04-16,TARGETED,FAIL,ACCESSIBILITY,YES
INSP_008517,SPSV_02451,2022-01-10,ROUTINE,FAIL,ACCESSIBILITY,YES
INSP_008518,SPSV_02246,2025-11-08,TARGETED,PASS,NAN,NO
INSP_008519,SPSV_01588,2022-04-23,ROUTINE,PASS,NAN,NO
INSP_008520,SPSV_04828,2025-01-21,FOLLOW-UP,FAIL,SAFETY,YES
INSP_008521,SPSV_02377,2024-10-07,TARGETED,PASS,NAN,NO
INSP_008522,SPSV_03735,2022-01-10,ROUTINE,FAIL,SAFETY,YES
INSP_008523,SPSV_01320,2022-01-31,ROUTINE,PASS,NAN,NO
INSP_008524,SPSV_01734,2024-12-08,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_008525,SPSV_03378,2023-11-05,TARGETED,PASS,NAN,NO
INSP_008526,SPSV_04160,2024-09-22,ROUTINE,PASS,NAN,NO
INSP_008527,SPSV_03483,2024-07-05,COMPLAINT-LED,PASS,NAN,NO
INSP_008528,SPSV_01117,2024-10-18,FOLLOW-UP,PASS,NAN,NO
INSP_008529,SPSV_00841,2022-11-19,FOLLOW-UP,PASS,NAN,NO
INSP_008530,SPSV_01836,2023-09-29,ROUTINE,PASS,NAN,NO
INSP_008531,SPSV_01458,2023-02-26,ROUTINE,PASS,NAN,NO
INSP_008532,SPSV_03675,2025-08-28,ROUTINE,PASS,NAN,NO
INSP_008533,SPSV_01383,2023-03-22,COMPLAINT-LED,PASS,NAN,NO
INSP_008534,SPSV_02507,2023-12-20,ROUTINE,PASS,NAN,NO
INSP_008535,SPSV_02102,2025-07-03,ROUTINE,PASS,NAN,NO
INSP_008536,SPSV_04394,2025-12-18,ROUTINE,PASS,NAN,NO
INSP_008537,SPSV_04795,2025-03-28,ROUTINE,PASS,NAN,NO
INSP_008538,SPSV_02759,2024-02-05,ROUTINE,PASS,NONE,NO
INSP_008539,SPSV_00335,2023-04-11,COMPLAINT-LED,PASS,NAN,NO
INSP_008540,SPSV_00358,2024-10-24,TARGETED,PASS,NAN,NO
INSP_008541,SPSV_04344,2024-10-05,ROUTINE,PASS,NAN,NO
INSP_008542,SPSV_03840,2023-10-15,TARGETED,PASS,NAN,NO
INSP_008543,SPSV_03986,2023-12-23,COMPLAINT-LED,FAIL,DOCUMENTATION,YES
INSP_008544,SPSV_04004,2023-01-25,ROUTINE,PASS,NAN,NO
INSP_008545,SPSV_00900,2023-08-12,TARGETED,FAIL,DOCUMENTATION,YES
INSP_008546,SPSV_00333,2023-06-18,ROUTINE,PASS,NAN,NO
INSP_008547,SPSV_00807,2025-07-27,ROUTINE,PASS,NAN,NO
INSP_008548,SPSV_02142,2025-02-04,ROUTINE,PASS,NAN,NO
INSP_008549,SPSV_00019,2025-07-12,ROUTINE,PASS,NAN,NO
INSP_008550,SPSV_02113,2023-04-12,ROUTINE,PASS,NAN,NO
INSP_008551,SPSV_02856,2025-08-15,TARGETED,PASS,NAN,NO
INSP_008552,SPSV_04448,2022-06-03,COMPLAINT-LED,PASS,NAN,NO
INSP_008553,SPSV_01228,2025-06-21,ROUTINE,PASS,NAN,NO
INSP_008554,SPSV_04820,2024-09-16,ROUTINE,PASS,NAN,NO
INSP_008555,SPSV_02805,2023-07-19,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_008556,SPSV_04209,2024-07-23,COMPLAINT-LED,PASS,NAN,NO
INSP_008557,SPSV_04638,2023-04-23,ROUTINE,PASS,NAN,NO
INSP_008558,SPSV_02033,2025-07-23,ROUTINE,PASS,NAN,NO
INSP_008559,SPSV_03831,2024-12-24,ROUTINE,FAIL,INSURANCE,YES
INSP_008560,SPSV_03564,2023-05-06,FOLLOW-UP,FAIL,DOCUMENTATION,YES
INSP_008561,SPSV_01436,2023-06-05,COMPLAINT-LED,FAIL,SAFETY,YES
INSP_008562,SPSV_03308,2022-12-08,FOLLOW-UP,PASS,NAN,NO
INSP_008563,SPSV_01713,2025-06-06,TARGETED,PASS,NAN,NO
INSP_008564,SPSV_00605,2022-10-08,ROUTINE,FAIL,SAFETY,YES
INSP_008565,SPSV_03241,2023-12-01,ROUTINE,PASS,NAN,NO
INSP_008566,SPSV_02157,2024-08-22,ROUTINE,FAIL,SAFETY,NO
INSP_008567,SPSV_04401,2023-10-31,ROUTINE,PASS,NAN,NO
INSP_008568,SPSV_00157,2022-08-19,TARGETED,PASS,NAN,NO
INSP_008569,SPSV_01665,2024-01-14,ROUTINE,FAIL,SAFETY,YES
INSP_008570,SPSV_02331,2023-07-24,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_008571,SPSV_03112,2025-09-12,TARGETED,PASS,NAN,NO
INSP_008572,SPSV_01736,2025-03-29,FOLLOW-UP,PASS,NAN,NO
INSP_008573,SPSV_02182,2024-05-21,ROUTINE,PASS,NAN,NO
INSP_008574,SPSV_04751,2025-08-29,TARGETED,PASS,NAN,NO
INSP_008575,SPSV_02358,2025-10-31,FOLLOW-UP,PASS,NAN,NO
INSP_008576,SPSV_03485,2025-05-13,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_008577,SPSV_03929,2022-07-30,ROUTINE,PASS,NAN,NO
INSP_008578,SPSV_03302,2025-04-25,ROUTINE,PASS,NAN,NO
INSP_008579,SPSV_01115,2025-03-25,ROUTINE,NAN,NAN,NO
INSP_008580,SPSV_04183,2025-02-02,TARGETED,PASS,NAN,NO
INSP_008581,SPSV_03840,2024-03-21,ROUTINE,FAIL,DOCUMENTATION,NO
INSP_008582,SPSV_04666,2025-10-25,TARGETED,PASS,NAN,NO
INSP_008583,SPSV_04807,2023-05-28,ROUTINE,PASS,NAN,NO
INSP_008584,SPSV_02445,2023-11-09,ROUTINE,FAIL,ACCESSIBILITY,YES
INSP_008585,SPSV_03332,2022-01-20,ROUTINE,PASS,NAN,NO
INSP_008586,SPSV_00178,2025-10-09,TARGETED,FAIL,INSURANCE,NO
INSP_008587,SPSV_04479,2025-11-09,ROUTINE,PASS,NAN,NO
INSP_008588,SPSV_00708,2024-05-09,ROUTINE,PASS,NAN,NO
INSP_008589,SPSV_03587,2022-03-10,TARGETED,PASS,NAN,NO
INSP_008590,SPSV_03120,2023-12-22,TARGETED,PASS,NAN,NO
INSP_008591,SPSV_04245,2023-12-11,COMPLAINT-LED,PASS,NAN,NO
INSP_008592,SPSV_00018,2024-04-08,ROUTINE,FAIL,DOCUMENTATION,NO
INSP_008593,SPSV_02529,2024-03-27,ROUTINE,PASS,NAN,NO
INSP_008594,SPSV_03315,2022-10-07,ROUTINE,FAIL,DOCUMENTATION,NO
INSP_008595,SPSV_03690,2024-01-01,ROUTINE,PASS,NAN,NO
INSP_008596,SPSV_00122,2022-09-29,ROUTINE,PASS,NAN,NO
INSP_008597,SPSV_02487,2024-01-15,COMPLAINT-LED,FAIL,DOCUMENTATION,YES
INSP_008598,SPSV_01419,2023-11-14,TARGETED,PASS,NAN,NO
INSP_008599,SPSV_02663,2025-05-06,ROUTINE,PASS,NAN,NO
INSP_008600,SPSV_02746,2024-12-29,ROUTINE,PASS,NAN,NO
INSP_008601,SPSV_00735,2023-12-13,ROUTINE,PASS,NAN,NO
INSP_008602,SPSV_04446,2024-10-10,ROUTINE,PASS,NAN,NO
INSP_008603,SPSV_01446,2023-11-06,TARGETED,PASS,NAN,NO
INSP_008604,SPSV_03453,2023-12-29,ROUTINE,PASS,NAN,NO
INSP_008605,SPSV_02408,2025-11-27,ROUTINE,PASS,NAN,NO
INSP_008606,SPSV_01675,2022-11-13,ROUTINE,PASS,NAN,NO
INSP_008607,SPSV_04133,2025-06-25,TARGETED,FAIL,INSURANCE,YES
INSP_008608,SPSV_00438,2025-04-10,COMPLAINT-LED,PASS,NAN,NO
INSP_008609,SPSV_00175,2024-07-15,ROUTINE,PASS,NAN,NO
INSP_008610,SPSV_01507,2024-06-09,COMPLAINT-LED,PASS,NAN,NO
INSP_008611,SPSV_04210,2023-09-13,ROUTINE,PASS,NAN,NO
INSP_008612,SPSV_03375,2022-07-21,ROUTINE,PASS,NAN,NO
INSP_008613,SPSV_04250,2023-09-28,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_008614,SPSV_00420,2023-08-21,COMPLAINT-LED,FAIL,INSURANCE,NO
INSP_008615,SPSV_03050,2023-12-16,FOLLOW-UP,PASS,NAN,NO
INSP_008616,SPSV_04026,2025-03-13,ROUTINE,PASS,NAN,NO
INSP_008617,SPSV_03883,2023-05-17,FOLLOW-UP,PASS,NAN,NO
INSP_008618,SPSV_02365,2024-02-18,TARGETED,FAIL,INSURANCE,YES
INSP_008619,SPSV_01625,2023-10-21,ROUTINE,PASS,NAN,NO
INSP_008620,SPSV_04182,2025-09-29,TARGETED,FAIL,DOCUMENTATION,YES
INSP_008621,SPSV_01224,2023-08-01,TARGETED,PASS,NAN,NO
INSP_008622,SPSV_02624,2025-11-27,TARGETED,PASS,NAN,NO
INSP_008623,SPSV_02465,2024-08-12,FOLLOW-UP,PASS,NAN,NO
INSP_008624,SPSV_04300,2025-10-13,FOLLOW-UP,FAIL,DOCUMENTATION,YES
INSP_008625,SPSV_00551,2022-09-05,COMPLAINT-LED,PASS,NAN,NO
INSP_008626,SPSV_03724,2022-09-23,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_008627,SPSV_04044,2022-04-18,TARGETED,PASS,NAN,NO
INSP_008628,SPSV_02096,2023-06-04,COMPLAINT-LED,PASS,NAN,NO
INSP_008629,SPSV_04744,2024-05-19,TARGETED,FAIL,SAFETY,YES
INSP_008630,SPSV_01843,2023-09-07,ROUTINE,PASS,NAN,NO
INSP_008631,SPSV_00484,2022-11-09,ROUTINE,PASS,NONE,NO
INSP_008632,SPSV_02944,2022-07-23,TARGETED,FAIL,DOCUMENTATION,YES
INSP_008633,SPSV_04818,2023-10-09,ROUTINE,PASS,NAN,NO
INSP_008634,SPSV_02668,2023-03-01,ROUTINE,PASS,NAN,NO
INSP_008635,SPSV_02389,2025-05-03,COMPLAINT-LED,PASS,NAN,NO
INSP_008636,SPSV_01092,2024-02-26,ROUTINE,PASS,NAN,NO
INSP_008637,SPSV_02418,2023-08-28,ROUTINE,PASS,NAN,NO
INSP_008638,SPSV_01122,2024-06-23,ROUTINE,PASS,NAN,NO
INSP_008639,SPSV_02018,2022-09-24,COMPLAINT-LED,PASS,NAN,NO
INSP_008640,SPSV_02212,2022-10-06,ROUTINE,PASS,NAN,NO
INSP_008641,SPSV_02917,2023-02-16,ROUTINE,PASS,NAN,NO
INSP_008642,SPSV_00602,2023-03-12,ROUTINE,PASS,NAN,NO
INSP_008643,SPSV_03147,2023-04-08,ROUTINE,FAIL,SAFETY,YES
INSP_008644,SPSV_01053,2024-12-08,COMPLAINT-LED,PASS,NAN,NO
INSP_008645,SPSV_00523,2024-05-31,ROUTINE,PASS,NAN,NO
INSP_008646,SPSV_02266,2022-05-10,TARGETED,PASS,NAN,NO
INSP_008647,SPSV_04214,2023-11-09,TARGETED,FAIL,SAFETY,YES
INSP_008648,SPSV_01211,2023-08-04,ROUTINE,PASS,NAN,NO
INSP_008649,SPSV_04352,2022-11-21,ROUTINE,FAIL,INSURANCE,YES
INSP_008650,SPSV_00213,2024-11-01,ROUTINE,PASS,NAN,NO
INSP_008651,SPSV_04168,2025-01-27,ROUTINE,PASS,NAN,NO
INSP_008652,SPSV_01834,2024-08-19,ROUTINE,PASS,NAN,NO
INSP_008653,SPSV_02871,2025-02-20,ROUTINE,PASS,NAN,NO
INSP_008654,SPSV_03026,2025-02-15,ROUTINE,FAIL,INSURANCE,YES
INSP_008655,SPSV_01286,2023-07-26,FOLLOW-UP,FAIL,DOCUMENTATION,YES
INSP_008656,SPSV_01301,2023-05-06,COMPLAINT-LED,PASS,NAN,NO
INSP_008657,SPSV_00760,2024-05-10,ROUTINE,PASS,NAN,NO
INSP_008658,SPSV_02480,2023-06-02,ROUTINE,PASS,NAN,NO
INSP_008659,SPSV_02980,2025-04-08,FOLLOW-UP,PASS,NAN,NO
INSP_008660,SPSV_00210,2022-04-24,FOLLOW-UP,PASS,NAN,NO
INSP_008661,SPSV_00893,2023-06-07,ROUTINE,PASS,NAN,NO
INSP_008662,SPSV_01243,2023-12-11,TARGETED,FAIL,DOCUMENTATION,YES
INSP_008663,SPSV_04013,2022-11-25,COMPLAINT-LED,PASS,NAN,NO
INSP_008664,SPSV_01979,2024-09-13,COMPLAINT-LED,PASS,NAN,NO
INSP_008665,SPSV_03156,2022-11-02,ROUTINE,PASS,NAN,NO
INSP_008666,SPSV_02583,2025-05-26,ROUTINE,PASS,NAN,NO
INSP_008667,SPSV_01404,2025-08-13,FOLLOW-UP,FAIL,SAFETY,YES
INSP_008668,SPSV_04089,2024-07-31,TARGETED,PASS,NAN,NO
INSP_008669,SPSV_01116,2022-10-30,FOLLOW-UP,PASS,NAN,NO
INSP_008670,SPSV_01721,2022-06-25,TARGETED,FAIL,INSURANCE,YES
INSP_008671,SPSV_00421,2025-06-30,ROUTINE,PASS,NAN,NO
INSP_008672,SPSV_04176,2024-08-27,ROUTINE,PASS,NAN,NO
INSP_008673,SPSV_04534,2022-12-15,COMPLAINT-LED,PASS,NAN,NO
INSP_008674,SPSV_00234,2025-03-29,ROUTINE,PASS,NAN,NO
INSP_008675,SPSV_00310,2023-08-08,ROUTINE,PASS,NAN,NO
INSP_008676,SPSV_02054,2023-09-09,ROUTINE,PASS,NAN,NO
INSP_008677,SPSV_00802,2023-02-06,FOLLOW-UP,PASS,NAN,NO
INSP_008678,SPSV_04164,2025-02-17,TARGETED,PASS,NAN,NO
INSP_008679,SPSV_00525,2023-04-15,ROUTINE,FAIL,OTHER,NO
INSP_008680,SPSV_02761,2024-11-23,ROUTINE,FAIL,SAFETY,NO
INSP_008681,SPSV_02001,2024-10-30,COMPLAINT-LED,PASS,NAN,NO
INSP_008682,SPSV_00422,2022-03-08,ROUTINE,PASS,NAN,NO
INSP_008683,SPSV_02766,2023-11-19,FOLLOW-UP,PASS,NAN,NO
INSP_008684,SPSV_00229,2025-09-08,ROUTINE,PASS,NAN,NO
INSP_008685,SPSV_02975,2024-09-24,ROUTINE,PASS,NAN,NO
INSP_008686,SPSV_03438,2024-10-17,ROUTINE,PASS,NAN,NO
INSP_008687,SPSV_01491,2025-04-18,TARGETED,PASS,NAN,NO
INSP_008688,SPSV_00723,2025-01-08,FOLLOW-UP,PASS,NAN,NO
INSP_008689,SPSV_00828,2022-11-19,TARGETED,PASS,NAN,NO
INSP_008690,SPSV_03063,2023-03-06,FOLLOW-UP,PASS,NAN,NO
INSP_008691,SPSV_02317,2023-05-19,COMPLAINT-LED,PASS,NAN,NO
INSP_008692,SPSV_01119,2023-02-27,ROUTINE,FAIL,INSURANCE,YES
INSP_008693,SPSV_04268,2022-02-04,TARGETED,PASS,NAN,NO
INSP_008694,SPSV_00995,2023-01-07,ROUTINE,PASS,NAN,NO
INSP_008695,SPSV_03466,2023-04-08,TARGETED,PASS,NAN,NO
INSP_008696,SPSV_01997,2025-10-31,ROUTINE,PASS,NAN,NO
INSP_008697,SPSV_00959,2024-04-20,ROUTINE,PASS,NAN,NO
INSP_008698,SPSV_03395,2022-01-11,TARGETED,PASS,NONE,NO
INSP_008699,SPSV_04346,2025-12-27,FOLLOW-UP,PASS,NAN,NO
INSP_008700,SPSV_01947,2023-12-25,ROUTINE,PASS,NAN,NO
INSP_008701,SPSV_02834,2023-12-27,ROUTINE,PASS,NAN,NO
INSP_008702,SPSV_01059,2024-04-27,TARGETED,PASS,NAN,NO
INSP_008703,SPSV_04477,2022-02-20,ROUTINE,PASS,NAN,NO
INSP_008704,SPSV_03682,2024-04-28,TARGETED,PASS,NAN,NO
INSP_008705,SPSV_00639,2024-03-01,FOLLOW-UP,FAIL,DOCUMENTATION,NO
INSP_008706,SPSV_02044,2024-07-26,ROUTINE,PASS,NAN,NO
INSP_008707,SPSV_04819,2025-05-09,ROUTINE,PASS,NAN,NO
INSP_008708,SPSV_03627,2023-11-12,ROUTINE,PASS,NAN,NO
INSP_008709,SPSV_00240,2025-02-19,FOLLOW-UP,PASS,NAN,NO
INSP_008710,SPSV_02872,2025-04-21,FOLLOW-UP,PASS,NAN,NO
INSP_008711,SPSV_02203,2022-09-05,COMPLAINT-LED,PASS,NAN,NO
INSP_008712,SPSV_01172,2022-11-10,ROUTINE,PASS,NAN,NO
INSP_008713,SPSV_00718,2023-06-24,TARGETED,FAIL,DOCUMENTATION,YES
INSP_008714,SPSV_04921,2025-11-05,FOLLOW-UP,PASS,NAN,NO
INSP_008715,SPSV_03825,2022-08-25,ROUTINE,PASS,NAN,NO
INSP_008716,SPSV_01141,2024-04-01,ROUTINE,FAIL,SAFETY,YES
INSP_008717,SPSV_04204,2023-07-07,TARGETED,PASS,NAN,NO
INSP_008718,SPSV_00039,2025-03-03,ROUTINE,PASS,NAN,NO
INSP_008719,SPSV_01578,2022-03-22,ROUTINE,FAIL,ACCESSIBILITY,NO
INSP_008720,SPSV_02782,2022-03-16,TARGETED,PASS,NAN,NO
INSP_008721,SPSV_00048,2024-01-18,ROUTINE,PASS,NAN,NO
INSP_008722,SPSV_02395,2022-12-07,FOLLOW-UP,PASS,NAN,NO
INSP_008723,SPSV_00835,2022-04-25,TARGETED,PASS,NAN,NO
INSP_008724,SPSV_03550,2024-05-31,COMPLAINT-LED,PASS,NAN,NO
INSP_008725,SPSV_04864,2025-06-23,ROUTINE,PASS,NAN,NO
INSP_008726,SPSV_02853,2023-12-19,TARGETED,PASS,NAN,NO
INSP_008727,SPSV_00936,2022-03-10,ROUTINE,PASS,NAN,NO
INSP_008728,SPSV_03057,2023-09-25,FOLLOW-UP,PASS,NAN,NO
INSP_008729,SPSV_00784,2024-01-05,TARGETED,FAIL,SAFETY,YES
INSP_008730,SPSV_02992,2025-07-19,ROUTINE,PASS,NAN,NO
INSP_008731,SPSV_04114,2024-11-23,COMPLAINT-LED,PASS,NAN,NO
INSP_008732,SPSV_03199,2023-02-01,ROUTINE,PASS,NAN,NO
INSP_008733,SPSV_03404,2025-09-21,ROUTINE,PASS,NAN,NO
INSP_008734,SPSV_00810,2024-07-10,ROUTINE,PASS,NAN,NO
INSP_008735,SPSV_01754,2024-08-06,COMPLAINT-LED,PASS,NAN,NO
INSP_008736,SPSV_00983,2022-03-01,ROUTINE,PASS,NAN,NO
INSP_008737,SPSV_01084,2025-12-09,COMPLAINT-LED,PASS,NAN,NO
INSP_008738,SPSV_00960,2023-02-12,TARGETED,FAIL,INSURANCE,YES
INSP_008739,SPSV_01727,2023-12-20,ROUTINE,FAIL,SAFETY,YES
INSP_008740,SPSV_02820,2024-05-30,ROUTINE,PASS,NAN,NO
INSP_008741,SPSV_03696,2023-11-10,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_008742,SPSV_00644,2024-05-19,ROUTINE,PASS,NAN,NO
INSP_008743,SPSV_03679,2025-12-03,ROUTINE,PASS,NAN,NO
INSP_008744,SPSV_03896,2022-08-30,ROUTINE,PASS,NAN,NO
INSP_008745,SPSV_00260,2024-03-12,COMPLAINT-LED,PASS,NAN,NO
INSP_008746,SPSV_01156,2025-02-18,TARGETED,PASS,NAN,NO
INSP_008747,SPSV_03308,2023-06-19,ROUTINE,PASS,NAN,NO
INSP_008748,SPSV_03843,2022-08-09,ROUTINE,PASS,NAN,NO
INSP_008749,SPSV_02103,2024-08-29,TARGETED,PASS,NAN,NO
INSP_008750,SPSV_03781,2022-02-18,ROUTINE,PASS,NAN,NO
INSP_008751,SPSV_01107,2022-11-27,FOLLOW-UP,PASS,NAN,NO
INSP_008752,SPSV_04606,2023-06-06,TARGETED,PASS,NAN,NO
INSP_008753,SPSV_03942,2024-03-10,ROUTINE,FAIL,ACCESSIBILITY,YES
INSP_008754,SPSV_03360,2023-12-17,ROUTINE,PASS,NAN,NO
INSP_008755,SPSV_01404,2024-12-26,ROUTINE,PASS,NAN,NO
INSP_008756,SPSV_03386,2024-09-02,ROUTINE,FAIL,INSURANCE,YES
INSP_008757,SPSV_00457,2025-02-04,ROUTINE,PASS,NAN,NO
INSP_008758,SPSV_01215,2023-03-20,TARGETED,FAIL,DOCUMENTATION,NO
INSP_008759,SPSV_02265,2024-11-24,ROUTINE,FAIL,SAFETY,YES
INSP_008760,SPSV_00245,2025-12-23,TARGETED,FAIL,DOCUMENTATION,YES
INSP_008761,SPSV_04874,2023-01-31,TARGETED,PASS,NAN,NO
INSP_008762,SPSV_03104,2024-12-25,ROUTINE,PASS,NAN,NO
INSP_008763,SPSV_04357,2024-02-05,TARGETED,PASS,NAN,NO
INSP_008764,SPSV_04253,2025-02-03,TARGETED,FAIL,INSURANCE,YES
INSP_008765,SPSV_03207,2023-06-02,ROUTINE,PASS,NAN,NO
INSP_008766,SPSV_01794,2024-09-11,TARGETED,PASS,NAN,NO
INSP_008767,SPSV_00395,2022-04-26,FOLLOW-UP,FAIL,SAFETY,NO
INSP_008768,SPSV_03125,2024-09-08,ROUTINE,PASS,NAN,NO
INSP_008769,SPSV_04408,2022-12-21,ROUTINE,PASS,NAN,NO
INSP_008770,SPSV_03258,2024-11-02,ROUTINE,PASS,NAN,NO
INSP_008771,SPSV_04684,2025-03-28,TARGETED,FAIL,INSURANCE,YES
INSP_008772,SPSV_00964,2024-04-17,FOLLOW-UP,PASS,NAN,NO
INSP_008773,SPSV_00604,2024-12-02,COMPLAINT-LED,FAIL,OTHER,YES
INSP_008774,SPSV_00733,2022-01-07,ROUTINE,PASS,NAN,NO
INSP_008775,SPSV_04095,2022-02-26,TARGETED,PASS,NAN,NO
INSP_008776,SPSV_03495,2023-08-22,ROUTINE,FAIL,INSURANCE,NO
