Month,County,Inspections,Failures,Follow_Ups,Complaints,Escalations,Failure_Rate
2024-11-01,WEXFORD,11,3,2,10,2,0.2727272727272727
2024-11-01,WICKLOW,18,3,2,11,2,0.1666666666666666
2024-12-01,CAVAN,9,2,2,13,3,0.2222222222222222
2024-12-01,CLARE,12,3,2,10,2,0.25
2024-12-01,CORK,16,3,3,11,5,0.1875
2024-12-01,DONEGAL,14,4,4,7,2,0.2857142857142857
2024-12-01,DUBLIN CITY,15,4,2,15,0,0.2666666666666666
2024-12-01,DÚN LAOGHAIRE-RATHDOWN,19,5,4,15,0,0.2631578947368421
2024-12-01,FINGAL,23,2,1,21,2,0.0869565217391304
2024-12-01,GALWAY,13,5,1,12,2,0.3846153846153846
2024-12-01,KERRY,12,3,3,16,2,0.25
2024-12-01,KILDARE,10,2,2,15,2,0.2
2024-12-01,KILKENNY,16,2,2,14,0,0.125
2024-12-01,LAOIS,21,8,5,17,0,0.3809523809523809
2024-12-01,LIMERICK,15,4,3,13,2,0.2666666666666666
2024-12-01,LOUTH,22,2,2,11,1,0.0909090909090909
2024-12-01,MAYO,18,4,3,13,1,0.2222222222222222
2024-12-01,MEATH,22,6,5,9,1,0.2727272727272727
2024-12-01,MONAGHAN,20,8,4,14,3,0.4
2024-12-01,OFFALY,14,4,3,12,1,0.2857142857142857
2024-12-01,SLIGO,12,4,3,16,0,0.3333333333333333
2024-12-01,SOUTH DUBLIN,20,8,6,20,7,0.4
2024-12-01,TIPPERARY,15,2,2,15,1,0.1333333333333333
2024-12-01,WATERFORD,20,5,5,12,1,0.25
2024-12-01,WESTMEATH,12,1,1,8,1,0.0833333333333333
2024-12-01,WEXFORD,11,6,6,11,1,0.5454545454545454
2024-12-01,WICKLOW,16,6,4,8,0,0.375
2025-01-01,CAVAN,19,1,1,13,2,0.0526315789473684
2025-01-01,CLARE,18,5,5,12,3,0.2777777777777778
2025-01-01,CORK,16,6,4,12,1,0.375
2025-01-01,DONEGAL,14,2,1,14,3,0.1428571428571428
2025-01-01,DUBLIN CITY,17,3,3,11,1,0.1764705882352941
2025-01-01,DÚN LAOGHAIRE-RATHDOWN,19,6,3,24,2,0.3157894736842105
2025-01-01,FINGAL,19,4,2,17,2,0.2105263157894736
2025-01-01,GALWAY,23,3,2,18,2,0.1304347826086956
2025-01-01,KERRY,21,2,2,11,2,0.0952380952380952
2025-01-01,KILDARE,14,3,2,7,0,0.2142857142857142
2025-01-01,KILKENNY,21,6,3,17,2,0.2857142857142857
2025-01-01,LAOIS,14,1,0,13,0,0.0714285714285714
2025-01-01,LIMERICK,14,1,0,16,2,0.0714285714285714
2025-01-01,LOUTH,16,1,1,11,1,0.0625
2025-01-01,MAYO,16,3,3,16,4,0.1875
2025-01-01,MEATH,15,3,2,13,0,0.2
2025-01-01,MONAGHAN,13,0,0,13,4,0.0
2025-01-01,OFFALY,12,3,1,10,2,0.25
2025-01-01,SLIGO,10,3,3,12,4,0.3
2025-01-01,SOUTH DUBLIN,15,4,3,15,2,0.2666666666666666
2025-01-01,TIPPERARY,28,7,7,17,2,0.25
2025-01-01,WATERFORD,14,5,4,10,0,0.3571428571428571
2025-01-01,WESTMEATH,18,2,2,5,2,0.1111111111111111
2025-01-01,WEXFORD,14,3,2,14,3,0.2142857142857142
2025-01-01,WICKLOW,12,2,2,15,1,0.1666666666666666
2025-02-01,CAVAN,21,4,3,12,0,0.1904761904761904
2025-02-01,CLARE,14,4,3,9,2,0.2857142857142857
2025-02-01,CORK,17,4,3,9,1,0.2352941176470588
2025-02-01,DONEGAL,13,3,3,17,2,0.2307692307692307
2025-02-01,DUBLIN CITY,6,0,0,17,1,0.0
2025-02-01,DÚN LAOGHAIRE-RATHDOWN,11,6,5,10,2,0.5454545454545454
2025-02-01,FINGAL,24,6,3,16,3,0.25
2025-02-01,GALWAY,8,1,1,15,1,0.125
2025-02-01,KERRY,9,1,1,9,2,0.1111111111111111
2025-02-01,KILDARE,16,3,1,17,3,0.1875
2025-02-01,KILKENNY,22,8,3,13,0,0.3636363636363636
2025-02-01,LAOIS,19,3,2,12,1,0.1578947368421052
2025-02-01,LIMERICK,28,7,6,17,0,0.25
2025-02-01,LOUTH,14,4,3,11,1,0.2857142857142857
2025-02-01,MAYO,9,1,1,12,4,0.1111111111111111
2025-02-01,MEATH,9,1,1,13,3,0.1111111111111111
2025-02-01,MONAGHAN,22,5,5,12,2,0.2272727272727272
2025-02-01,OFFALY,14,2,2,8,1,0.1428571428571428
2025-02-01,SLIGO,7,1,1,10,1,0.1428571428571428
2025-02-01,SOUTH DUBLIN,23,4,4,13,1,0.1739130434782608
2025-02-01,TIPPERARY,17,4,3,4,2,0.2352941176470588
2025-02-01,WATERFORD,10,3,1,10,0,0.3
2025-02-01,WESTMEATH,16,2,2,8,1,0.125
2025-02-01,WEXFORD,17,6,5,11,2,0.3529411764705882
2025-02-01,WICKLOW,25,6,4,11,2,0.24
2025-03-01,CAVAN,15,1,0,9,3,0.0666666666666666
2025-03-01,CLARE,19,3,3,19,2,0.1578947368421052
2025-03-01,CORK,9,1,0,10,2,0.1111111111111111
2025-03-01,DONEGAL,20,5,3,9,3,0.25
2025-03-01,DUBLIN CITY,16,0,0,11,1,0.0
2025-03-01,DÚN LAOGHAIRE-RATHDOWN,21,3,2,13,3,0.1428571428571428
2025-03-01,FINGAL,16,4,3,11,1,0.25
2025-03-01,GALWAY,14,4,3,17,2,0.2857142857142857
2025-03-01,KERRY,18,1,1,16,1,0.0555555555555555
2025-03-01,KILDARE,14,2,2,8,0,0.1428571428571428
2025-03-01,KILKENNY,20,5,2,17,3,0.25
2025-03-01,LAOIS,23,5,4,11,1,0.217391304347826
2025-03-01,LIMERICK,21,5,5,9,1,0.238095238095238
2025-03-01,LOUTH,19,6,6,10,2,0.3157894736842105
2025-03-01,MAYO,16,3,3,17,2,0.1875
2025-03-01,MEATH,19,3,2,11,2,0.1578947368421052
2025-03-01,MONAGHAN,17,3,3,12,1,0.1764705882352941
2025-03-01,OFFALY,10,4,4,13,1,0.4
2025-03-01,SLIGO,13,4,3,15,1,0.3076923076923077
2025-03-01,SOUTH DUBLIN,20,2,1,9,1,0.1
2025-03-01,TIPPERARY,15,3,3,5,0,0.2
2025-03-01,WATERFORD,19,3,2,12,1,0.1578947368421052
2025-03-01,WESTMEATH,9,1,1,9,0,0.1111111111111111
2025-03-01,WEXFORD,12,4,3,11,1,0.3333333333333333
2025-03-01,WICKLOW,27,2,2,12,1,0.074074074074074
2025-04-01,CAVAN,17,3,3,15,3,0.1764705882352941
2025-04-01,CLARE,17,4,3,14,1,0.2352941176470588
2025-04-01,CORK,12,3,3,12,4,0.25
2025-04-01,DONEGAL,10,3,2,13,2,0.3
2025-04-01,DUBLIN CITY,11,3,1,15,1,0.2727272727272727
2025-04-01,DÚN LAOGHAIRE-RATHDOWN,18,5,5,19,3,0.2777777777777778
2025-04-01,FINGAL,15,3,2,15,0,0.2
2025-04-01,GALWAY,13,1,0,11,1,0.0769230769230769
2025-04-01,KERRY,10,1,1,9,1,0.1
2025-04-01,KILDARE,17,5,4,13,1,0.2941176470588235
2025-04-01,KILKENNY,12,4,1,22,4,0.3333333333333333
2025-04-01,LAOIS,28,5,4,8,1,0.1785714285714285
2025-04-01,LIMERICK,14,8,7,15,3,0.5714285714285714
2025-04-01,LOUTH,18,3,3,16,3,0.1666666666666666
2025-04-01,MAYO,16,3,2,8,1,0.1875
2025-04-01,MEATH,12,3,3,11,1,0.25
2025-04-01,MONAGHAN,14,4,4,21,3,0.2857142857142857
2025-04-01,OFFALY,18,6,6,12,1,0.3333333333333333
2025-04-01,SLIGO,15,4,4,7,2,0.2666666666666666
2025-04-01,SOUTH DUBLIN,18,6,4,11,1,0.3333333333333333
2025-04-01,TIPPERARY,20,4,4,12,3,0.2
2025-04-01,WATERFORD,12,2,2,6,0,0.1666666666666666
2025-04-01,WESTMEATH,12,4,3,12,2,0.3333333333333333
2025-04-01,WEXFORD,15,6,4,12,2,0.4
2025-04-01,WICKLOW,24,7,5,14,0,0.2916666666666667
2025-05-01,CAVAN,15,3,3,15,6,0.2
2025-05-01,CLARE,20,8,7,11,1,0.4
2025-05-01,CORK,14,2,2,14,3,0.1428571428571428
2025-05-01,DONEGAL,10,4,4,17,2,0.4
2025-05-01,DUBLIN CITY,16,1,1,12,0,0.0625
2025-05-01,DÚN LAOGHAIRE-RATHDOWN,19,3,2,10,1,0.1578947368421052
2025-05-01,FINGAL,15,4,2,20,6,0.2666666666666666
2025-05-01,GALWAY,19,3,3,17,2,0.1578947368421052
2025-05-01,KERRY,24,5,3,10,3,0.2083333333333333
2025-05-01,KILDARE,13,1,1,11,1,0.0769230769230769
2025-05-01,KILKENNY,21,5,2,18,4,0.238095238095238
2025-05-01,LAOIS,26,3,1,11,2,0.1153846153846153
2025-05-01,LIMERICK,19,4,3,11,1,0.2105263157894736
2025-05-01,LOUTH,18,1,1,11,2,0.0555555555555555
2025-05-01,MAYO,15,4,3,15,3,0.2666666666666666
2025-05-01,MEATH,14,4,4,16,5,0.2857142857142857
2025-05-01,MONAGHAN,16,3,3,10,1,0.1875
2025-05-01,OFFALY,9,2,2,12,2,0.2222222222222222
2025-05-01,SLIGO,14,5,3,18,1,0.3571428571428571
2025-05-01,SOUTH DUBLIN,20,3,3,8,1,0.15
2025-05-01,TIPPERARY,20,3,3,10,2,0.15
2025-05-01,WATERFORD,13,5,3,10,3,0.3846153846153846
2025-05-01,WESTMEATH,15,2,2,9,1,0.1333333333333333
2025-05-01,WEXFORD,11,0,0,13,1,0.0
2025-05-01,WICKLOW,18,1,0,12,1,0.0555555555555555
2025-06-01,CAVAN,17,6,5,8,2,0.3529411764705882
2025-06-01,CLARE,19,2,1,7,0,0.1052631578947368
2025-06-01,CORK,16,5,5,12,1,0.3125
2025-06-01,DONEGAL,14,4,3,4,0,0.2857142857142857
2025-06-01,DUBLIN CITY,19,5,2,12,1,0.2631578947368421
2025-06-01,DÚN LAOGHAIRE-RATHDOWN,8,2,2,12,1,0.25
2025-06-01,FINGAL,19,2,2,8,2,0.1052631578947368
2025-06-01,GALWAY,15,6,5,14,1,0.4
2025-06-01,KERRY,14,2,2,8,0,0.1428571428571428
2025-06-01,KILDARE,24,5,5,13,4,0.2083333333333333
2025-06-01,KILKENNY,23,6,4,6,2,0.2608695652173913
2025-06-01,LAOIS,16,6,4,17,2,0.375
2025-06-01,LIMERICK,20,0,0,15,0,0.0
2025-06-01,LOUTH,20,5,4,6,1,0.25
2025-06-01,MAYO,17,3,3,20,3,0.1764705882352941
2025-06-01,MEATH,17,6,6,11,2,0.3529411764705882
2025-06-01,MONAGHAN,13,1,1,16,3,0.0769230769230769
2025-06-01,OFFALY,18,4,4,12,0,0.2222222222222222
2025-06-01,SLIGO,11,1,1,9,0,0.0909090909090909
2025-06-01,SOUTH DUBLIN,20,9,7,11,2,0.45
2025-06-01,TIPPERARY,16,4,3,11,2,0.25
2025-06-01,WATERFORD,13,2,2,11,3,0.1538461538461538
2025-06-01,WESTMEATH,17,4,2,9,2,0.2352941176470588
2025-06-01,WEXFORD,18,6,5,13,0,0.3333333333333333
2025-06-01,WICKLOW,14,2,2,15,1,0.1428571428571428
2025-07-01,CAVAN,9,4,3,14,3,0.4444444444444444
2025-07-01,CLARE,13,4,3,14,2,0.3076923076923077
2025-07-01,CORK,12,2,2,8,2,0.1666666666666666
2025-07-01,DONEGAL,14,2,1,9,0,0.1428571428571428
2025-07-01,DUBLIN CITY,17,2,2,9,0,0.1176470588235294
2025-07-01,DÚN LAOGHAIRE-RATHDOWN,21,4,4,17,1,0.1904761904761904
2025-07-01,FINGAL,18,2,2,20,4,0.1111111111111111
2025-07-01,GALWAY,17,2,3,13,1,0.1176470588235294
2025-07-01,KERRY,25,6,2,10,3,0.24
2025-07-01,KILDARE,12,2,2,11,2,0.1666666666666666
2025-07-01,KILKENNY,14,7,6,7,2,0.5
2025-07-01,LAOIS,14,2,2,10,1,0.1428571428571428
2025-07-01,LIMERICK,15,2,2,12,2,0.1333333333333333
2025-07-01,LOUTH,13,2,2,10,1,0.1538461538461538
2025-07-01,MAYO,13,3,3,11,1,0.2307692307692307
2025-07-01,MEATH,13,3,2,11,4,0.2307692307692307
2025-07-01,MONAGHAN,22,3,2,10,3,0.1363636363636363
2025-07-01,OFFALY,10,2,2,12,2,0.2
2025-07-01,SLIGO,17,4,3,14,1,0.2352941176470588
2025-07-01,SOUTH DUBLIN,23,4,4,10,1,0.1739130434782608
2025-07-01,TIPPERARY,20,4,3,13,3,0.2
2025-07-01,WATERFORD,18,5,3,14,2,0.2777777777777778
2025-07-01,WESTMEATH,18,7,8,13,5,0.3888888888888889
2025-07-01,WEXFORD,17,4,3,7,1,0.2352941176470588
2025-07-01,WICKLOW,21,3,3,15,2,0.1428571428571428
2025-08-01,CAVAN,12,2,2,13,0,0.1666666666666666
2025-08-01,CLARE,22,6,3,13,3,0.2727272727272727
2025-08-01,CORK,19,3,2,11,2,0.1578947368421052
2025-08-01,DONEGAL,18,4,4,14,1,0.2222222222222222
2025-08-01,DUBLIN CITY,24,6,4,10,2,0.25
2025-08-01,DÚN LAOGHAIRE-RATHDOWN,21,2,2,10,1,0.0952380952380952
2025-08-01,FINGAL,17,2,1,12,1,0.1176470588235294
2025-08-01,GALWAY,15,2,1,9,1,0.1333333333333333
2025-08-01,KERRY,13,3,3,11,2,0.2307692307692307
2025-08-01,KILDARE,16,6,4,11,2,0.375
2025-08-01,KILKENNY,12,2,2,12,1,0.1666666666666666
2025-08-01,LAOIS,17,1,0,8,1,0.0588235294117647
2025-08-01,LIMERICK,29,8,3,19,1,0.2758620689655172
2025-08-01,LOUTH,24,6,5,19,3,0.25
2025-08-01,MAYO,20,5,5,14,2,0.25
2025-08-01,MEATH,24,9,7,4,0,0.375
2025-08-01,MONAGHAN,18,3,1,16,3,0.1666666666666666
2025-08-01,OFFALY,22,5,4,10,1,0.2272727272727272
2025-08-01,SLIGO,17,2,2,16,2,0.1176470588235294
2025-08-01,SOUTH DUBLIN,22,5,4,7,1,0.2272727272727272
2025-08-01,TIPPERARY,15,2,2,15,2,0.1333333333333333
2025-08-01,WATERFORD,10,3,2,8,0,0.3
2025-08-01,WESTMEATH,18,1,0,13,1,0.0555555555555555
2025-08-01,WEXFORD,19,1,0,14,1,0.0526315789473684
2025-08-01,WICKLOW,13,6,5,20,3,0.4615384615384615
2025-09-01,CAVAN,13,3,1,7,2,0.2307692307692307
2025-09-01,CLARE,11,1,1,15,0,0.0909090909090909
2025-09-01,CORK,16,4,4,14,2,0.25
2025-09-01,DONEGAL,16,1,1,13,3,0.0625
2025-09-01,DUBLIN CITY,13,4,3,17,3,0.3076923076923077
2025-09-01,DÚN LAOGHAIRE-RATHDOWN,16,2,2,12,1,0.125
2025-09-01,FINGAL,14,2,2,7,0,0.1428571428571428
2025-09-01,GALWAY,14,2,2,11,1,0.1428571428571428
2025-09-01,KERRY,14,1,1,13,2,0.0714285714285714
2025-09-01,KILDARE,20,4,4,12,1,0.2
2025-09-01,KILKENNY,17,6,4,8,3,0.3529411764705882
2025-09-01,LAOIS,20,5,5,6,1,0.25
2025-09-01,LIMERICK,9,1,1,17,4,0.1111111111111111
2025-09-01,LOUTH,8,0,0,9,0,0.0
2025-09-01,MAYO,16,3,3,23,2,0.1875
2025-09-01,MEATH,12,2,1,12,2,0.1666666666666666
2025-09-01,MONAGHAN,21,5,3,5,1,0.238095238095238
2025-09-01,OFFALY,10,1,1,7,2,0.1
2025-09-01,SLIGO,8,3,3,14,4,0.375
2025-09-01,SOUTH DUBLIN,17,4,3,11,3,0.2352941176470588
2025-09-01,TIPPERARY,19,2,2,13,0,0.1052631578947368
2025-09-01,WATERFORD,18,5,2,8,2,0.2777777777777778
2025-09-01,WESTMEATH,11,3,2,13,1,0.2727272727272727
2025-09-01,WEXFORD,18,2,2,12,2,0.1111111111111111
2025-09-01,WICKLOW,15,3,3,15,4,0.2
2025-10-01,CAVAN,17,0,0,14,2,0.0
2025-10-01,CLARE,11,3,0,11,3,0.2727272727272727
2025-10-01,CORK,18,5,3,16,2,0.2777777777777778
2025-10-01,DONEGAL,22,5,3,13,1,0.2272727272727272
2025-10-01,DUBLIN CITY,12,5,4,12,2,0.4166666666666667
2025-10-01,DÚN LAOGHAIRE-RATHDOWN,22,3,3,9,0,0.1363636363636363
2025-10-01,FINGAL,18,6,3,12,2,0.3333333333333333
2025-10-01,GALWAY,16,2,1,13,0,0.125
2025-10-01,KERRY,11,2,2,13,4,0.1818181818181818
2025-10-01,KILDARE,21,3,2,10,1,0.1428571428571428
2025-10-01,KILKENNY,17,3,1,11,2,0.1764705882352941
2025-10-01,LAOIS,18,2,2,11,2,0.1111111111111111
2025-10-01,LIMERICK,16,3,2,9,1,0.1875
2025-10-01,LOUTH,21,12,9,17,4,0.5714285714285714
2025-10-01,MAYO,12,4,4,12,1,0.3333333333333333
2025-10-01,MEATH,11,2,2,15,2,0.1818181818181818
2025-10-01,MONAGHAN,18,5,3,14,3,0.2777777777777778
2025-10-01,OFFALY,16,3,3,18,2,0.1875
2025-10-01,SLIGO,19,4,3,14,0,0.2105263157894736
2025-10-01,SOUTH DUBLIN,19,2,1,14,2,0.1052631578947368
2025-10-01,TIPPERARY,27,8,5,9,2,0.2962962962962963
2025-10-01,WATERFORD,18,3,2,13,0,0.1666666666666666
2025-10-01,WESTMEATH,21,3,3,12,3,0.1428571428571428
2025-10-01,WEXFORD,23,5,5,9,0,0.217391304347826
2025-10-01,WICKLOW,23,5,4,12,0,0.217391304347826
2025-11-01,CAVAN,22,10,10,8,1,0.4545454545454545
2025-11-01,CLARE,15,2,2,17,4,0.1333333333333333
2025-11-01,CORK,21,7,7,10,2,0.3333333333333333
2025-11-01,DONEGAL,15,7,5,7,1,0.4666666666666667
2025-11-01,DUBLIN CITY,18,3,3,19,1,0.1666666666666666
2025-11-01,DÚN LAOGHAIRE-RATHDOWN,9,2,0,12,4,0.2222222222222222
2025-11-01,FINGAL,16,2,2,22,2,0.125
2025-11-01,GALWAY,13,3,1,14,3,0.2307692307692307
2025-11-01,KERRY,19,5,3,11,4,0.2631578947368421
2025-11-01,KILDARE,14,1,0,9,1,0.0714285714285714
2025-11-01,KILKENNY,24,4,2,19,2,0.1666666666666666
2025-11-01,LAOIS,7,0,0,18,3,0.0
2025-11-01,LIMERICK,16,6,5,13,2,0.375
2025-11-01,LOUTH,14,8,7,10,4,0.5714285714285714
2025-11-01,MAYO,29,9,8,15,0,0.3103448275862069
2025-11-01,MEATH,15,2,2,9,3,0.1333333333333333
2025-11-01,MONAGHAN,24,8,6,12,1,0.3333333333333333
2025-11-01,OFFALY,15,3,2,15,1,0.2
2025-11-01,SLIGO,19,3,1,12,0,0.1578947368421052
2025-11-01,SOUTH DUBLIN,19,6,5,13,2,0.3157894736842105
2025-11-01,TIPPERARY,24,7,7,17,4,0.2916666666666667
2025-11-01,WATERFORD,20,1,1,17,3,0.05
2025-11-01,WESTMEATH,13,1,1,12,2,0.0769230769230769
2025-11-01,WEXFORD,17,3,3,10,3,0.1764705882352941
2025-11-01,WICKLOW,21,3,2,7,2,0.1428571428571428
2025-12-01,CAVAN,8,1,0,11,1,0.125
2025-12-01,CLARE,18,2,2,13,3,0.1111111111111111
2025-12-01,CORK,13,4,2,8,0,0.3076923076923077
2025-12-01,DONEGAL,21,5,5,12,3,0.238095238095238
2025-12-01,DUBLIN CITY,18,5,5,15,0,0.2777777777777778
2025-12-01,DÚN LAOGHAIRE-RATHDOWN,14,5,5,8,1,0.3571428571428571
2025-12-01,FINGAL,17,5,4,15,2,0.2941176470588235
2025-12-01,GALWAY,27,5,4,14,3,0.1851851851851851
2025-12-01,KERRY,13,1,0,20,4,0.0769230769230769
2025-12-01,KILDARE,14,4,4,13,2,0.2857142857142857
2025-12-01,KILKENNY,8,2,1,18,0,0.25
2025-12-01,LAOIS,23,1,1,6,0,0.0434782608695652
2025-12-01,LIMERICK,16,3,1,10,2,0.1875
2025-12-01,LOUTH,14,3,3,11,1,0.2142857142857142
2025-12-01,MAYO,23,3,3,14,1,0.1304347826086956
2025-12-01,MEATH,14,2,1,12,2,0.1428571428571428
2025-12-01,MONAGHAN,14,3,3,8,3,0.2142857142857142
2025-12-01,OFFALY,23,4,4,5,0,0.1739130434782608
2025-12-01,SLIGO,14,3,2,12,1,0.2142857142857142
2025-12-01,SOUTH DUBLIN,18,3,2,15,2,0.1666666666666666
2025-12-01,TIPPERARY,18,1,0,3,0,0.0555555555555555
2025-12-01,WATERFORD,17,4,3,11,1,0.2352941176470588
2025-12-01,WESTMEATH,21,2,1,9,3,0.0952380952380952
2025-12-01,WEXFORD,9,1,1,9,0,0.1111111111111111
2025-12-01,WICKLOW,19,3,1,14,1,0.1578947368421052
