Complaint_ID,Licence_ID,Complaint_Type,Date_Received,Resolved,Days_To_Resolution,Escalated
CMP_006701,SPSV_00771,ACCESSIBILITY,2025-01-05,YES,13.0,NO
CMP_006702,SPSV_04668,OTHER,2025-11-26,NO,14.0,NO
CMP_006703,SPSV_01556,REFUSAL OF HIRE,2024-07-19,YES,68.0,NO
CMP_006704,SPSV_03140,OVERCHARGING,2024-02-21,YES,16.0,NO
CMP_006705,SPSV_00007,ACCESSIBILITY,2025-01-24,YES,5.0,NO
CMP_006706,SPSV_04580,ACCESSIBILITY,2024-03-16,NO,14.0,NO
CMP_006707,SPSV_01306,CONDUCT,2022-10-02,YES,10.0,NO
CMP_006708,SPSV_03249,CONDUCT,2025-03-31,YES,15.0,NO
CMP_006709,SPSV_03504,OTHER,2024-12-26,YES,14.0,NO
CMP_006710,SPSV_02704,OVERCHARGING,2024-10-16,YES,7.0,NO
CMP_006711,SPSV_03935,VEHICLE SAFETY,2024-11-08,YES,6.0,NO
CMP_006712,SPSV_02290,REFUSAL OF HIRE,2025-09-06,NO,14.0,YES
CMP_006713,SPSV_04517,REFUSAL OF HIRE,2022-05-10,YES,33.0,NO
CMP_006714,SPSV_04271,CONDUCT,2025-02-10,NO,14.0,NO
CMP_006715,SPSV_03859,VEHICLE SAFETY,2024-10-22,YES,9.0,NO
CMP_006716,SPSV_04330,NO SHOW,2022-04-11,YES,15.0,NO
CMP_006717,SPSV_02774,OVERCHARGING,2022-08-14,YES,32.0,NO
CMP_006718,SPSV_01965,OVERCHARGING,2024-03-05,NO,14.0,NO
CMP_006719,SPSV_01659,CONDUCT,2023-09-28,NO,14.0,YES
CMP_006720,SPSV_00018,CONDUCT,2022-10-03,NO,14.0,YES
CMP_006721,SPSV_03456,OTHER,2022-09-23,YES,11.0,NO
CMP_006722,SPSV_03327,CONDUCT,2022-07-15,NO,14.0,NO
CMP_006723,SPSV_01536,CONDUCT,2023-05-26,YES,32.0,NO
CMP_006724,SPSV_00740,CONDUCT,2025-06-29,NO,14.0,NO
CMP_006725,SPSV_02819,OVERCHARGING,2024-07-31,YES,13.0,NO
CMP_006726,SPSV_00635,CONDUCT,2024-10-10,YES,15.0,NO
CMP_006727,SPSV_01239,OVERCHARGING,2022-10-13,YES,10.0,NO
CMP_006728,SPSV_00754,REFUSAL OF HIRE,2025-04-06,YES,25.0,NO
CMP_006729,SPSV_04990,OTHER,2024-09-16,NO,14.0,NO
CMP_006730,SPSV_00040,CONDUCT,2023-05-22,NO,14.0,NO
CMP_006731,SPSV_03445,OVERCHARGING,2023-11-09,YES,8.0,NO
CMP_006732,SPSV_02072,CONDUCT,2023-10-27,YES,12.0,NO
CMP_006733,SPSV_04707,OVERCHARGING,2023-10-30,YES,14.0,NO
CMP_006734,SPSV_00289,ACCESSIBILITY,2023-09-28,YES,15.0,NO
CMP_006735,SPSV_03805,REFUSAL OF HIRE,2022-02-07,YES,11.0,NO
CMP_006736,SPSV_04440,ACCESSIBILITY,2024-01-01,YES,15.0,NO
CMP_006737,SPSV_04722,CONDUCT,2025-07-05,NO,14.0,NO
CMP_006738,SPSV_01971,REFUSAL OF HIRE,2025-05-15,YES,10.0,NO
CMP_006739,SPSV_01148,NO SHOW,2024-11-18,YES,12.0,NO
CMP_006740,SPSV_01296,CONDUCT,2023-10-06,NO,14.0,NO
CMP_006741,SPSV_00700,OTHER,2022-10-19,NO,14.0,NO
CMP_006742,SPSV_02831,OVERCHARGING,2023-08-15,NO,14.0,NO
CMP_006743,SPSV_03157,VEHICLE SAFETY,2023-12-27,NO,14.0,NO
CMP_006744,SPSV_00637,OVERCHARGING,2025-06-14,YES,21.0,NO
CMP_006745,SPSV_04633,REFUSAL OF HIRE,2022-04-01,YES,14.0,NO
CMP_006746,SPSV_03388,NO SHOW,2022-06-26,YES,13.0,NO
CMP_006747,SPSV_03372,CONDUCT,2022-01-20,NO,14.0,NO
CMP_006748,SPSV_01852,NO SHOW,2022-06-10,YES,19.0,NO
CMP_006749,SPSV_02366,OVERCHARGING,2022-11-18,NO,14.0,YES
CMP_006750,SPSV_01491,CONDUCT,2024-05-10,YES,28.0,YES
CMP_006751,SPSV_03959,VEHICLE SAFETY,2024-02-17,YES,3.0,NO
CMP_006752,SPSV_01621,REFUSAL OF HIRE,2024-08-09,NO,14.0,NO
CMP_006753,SPSV_03245,OTHER,2024-01-28,NO,14.0,NO
CMP_006754,SPSV_01731,REFUSAL OF HIRE,2024-02-03,NO,14.0,NO
CMP_006755,SPSV_04099,OVERCHARGING,2022-01-14,NO,14.0,NO
CMP_006756,SPSV_03072,CONDUCT,2022-06-27,NO,14.0,NO
CMP_006757,SPSV_02530,CONDUCT,2025-12-11,YES,9.0,NO
CMP_006758,SPSV_01413,OTHER,2022-08-22,YES,14.0,NO
CMP_006759,SPSV_00791,NO SHOW,2023-10-13,YES,4.0,NO
CMP_006760,SPSV_00008,OVERCHARGING,2024-06-15,YES,35.0,NO
CMP_006761,SPSV_01219,OTHER,2023-02-23,YES,7.0,NO
CMP_006762,SPSV_04771,ACCESSIBILITY,2025-03-29,YES,15.0,NO
CMP_006763,SPSV_00059,OTHER,2023-01-21,YES,7.0,NO
CMP_006764,SPSV_01278,CONDUCT,2022-04-01,YES,3.0,NO
CMP_006765,SPSV_01286,OTHER,2025-04-24,YES,13.0,NO
CMP_006766,SPSV_02817,VEHICLE SAFETY,2023-10-23,NO,14.0,NO
CMP_006767,SPSV_02513,OTHER,2025-07-13,YES,26.0,NO
CMP_006768,SPSV_00653,ACCESSIBILITY,2025-01-31,YES,13.0,NO
CMP_006769,SPSV_01252,OVERCHARGING,2024-05-21,YES,19.0,NO
CMP_006770,SPSV_03860,OTHER,2023-06-05,YES,93.0,NO
CMP_006771,SPSV_03024,OVERCHARGING,2022-01-04,YES,12.0,NO
CMP_006772,SPSV_01543,NO SHOW,2025-03-30,YES,15.0,NO
CMP_006773,SPSV_04405,CONDUCT,2023-03-17,YES,26.0,YES
CMP_006774,SPSV_04274,CONDUCT,2025-11-06,YES,16.0,NO
CMP_006775,SPSV_02638,REFUSAL OF HIRE,2025-07-11,YES,10.0,NO
CMP_006776,SPSV_02856,OTHER,2025-12-28,YES,10.0,NO
CMP_006777,SPSV_02848,OVERCHARGING,2025-06-17,YES,43.0,NO
CMP_006778,SPSV_04741,OTHER,2023-11-19,YES,22.0,NO
CMP_006779,SPSV_04456,NO SHOW,2024-04-26,NO,14.0,NO
CMP_006780,SPSV_04302,CONDUCT,2022-09-13,YES,17.0,NO
CMP_006781,SPSV_04182,REFUSAL OF HIRE,2023-01-30,NO,14.0,NO
CMP_006782,SPSV_00097,VEHICLE SAFETY,2023-03-11,YES,15.0,NO
CMP_006783,SPSV_03310,REFUSAL OF HIRE,2023-03-12,YES,16.0,NO
CMP_006784,SPSV_01891,CONDUCT,2023-01-01,NO,14.0,NO
CMP_006785,SPSV_02655,CONDUCT,2024-11-23,YES,26.0,NO
CMP_006786,SPSV_02223,CONDUCT,2023-01-28,YES,11.0,NO
CMP_006787,SPSV_03180,ACCESSIBILITY,2024-05-24,YES,17.0,NO
CMP_006788,SPSV_03280,VEHICLE SAFETY,2022-01-15,YES,11.0,NO
CMP_006789,SPSV_00427,OTHER,2025-06-09,YES,11.0,NO
CMP_006790,SPSV_02463,REFUSAL OF HIRE,2024-07-23,YES,25.0,NO
CMP_006791,SPSV_01263,ACCESSIBILITY,2024-08-25,YES,17.0,NO
CMP_006792,SPSV_03221,VEHICLE SAFETY,2022-11-03,YES,32.0,NO
CMP_006793,SPSV_01775,CONDUCT,2024-03-13,NO,14.0,YES
CMP_006794,SPSV_01871,VEHICLE SAFETY,2025-01-26,YES,35.0,NO
CMP_006795,SPSV_02355,CONDUCT,2024-04-02,NO,14.0,YES
CMP_006796,SPSV_02767,NO SHOW,2024-03-19,YES,5.0,NO
CMP_006797,SPSV_01450,OVERCHARGING,2024-02-16,NO,14.0,NO
CMP_006798,SPSV_01001,REFUSAL OF HIRE,2023-12-23,YES,21.0,NO
CMP_006799,SPSV_04960,VEHICLE SAFETY,2023-12-14,NO,14.0,NO
CMP_006800,SPSV_02414,CONDUCT,2025-12-03,YES,8.0,NO
CMP_006801,SPSV_01593,CONDUCT,2022-09-12,NO,14.0,NO
CMP_006802,SPSV_01920,CONDUCT,2023-11-05,NO,14.0,YES
CMP_006803,SPSV_00172,REFUSAL OF HIRE,2023-02-14,YES,6.0,NO
CMP_006804,SPSV_04470,OVERCHARGING,2024-04-09,NO,14.0,NO
CMP_006805,SPSV_03700,REFUSAL OF HIRE,2025-06-27,YES,7.0,NO
CMP_006806,SPSV_04504,OVERCHARGING,2022-08-20,YES,12.0,NO
CMP_006807,SPSV_01692,OVERCHARGING,2022-07-04,YES,6.0,NO
CMP_006808,SPSV_00659,CONDUCT,2025-12-07,NO,14.0,YES
CMP_006809,SPSV_00946,OVERCHARGING,2022-12-27,YES,5.0,NO
CMP_006810,SPSV_00425,OTHER,2025-03-25,YES,14.0,NO
CMP_006811,SPSV_03724,VEHICLE SAFETY,2025-10-22,YES,11.0,NO
CMP_006812,SPSV_00785,OVERCHARGING,2024-04-01,NO,14.0,YES
CMP_006813,SPSV_02601,OTHER,2025-05-07,YES,6.0,NO
CMP_006814,SPSV_02573,ACCESSIBILITY,2025-10-21,YES,25.0,NO
CMP_006815,SPSV_01488,CONDUCT,2024-04-09,NO,14.0,NO
CMP_006816,SPSV_02560,OVERCHARGING,2023-08-22,YES,9.0,NO
CMP_006817,SPSV_03162,OTHER,2024-03-17,NO,14.0,NO
CMP_006818,SPSV_04681,OTHER,2024-04-07,NO,14.0,YES
CMP_006819,SPSV_02611,NO SHOW,2022-08-14,NO,14.0,YES
CMP_006820,SPSV_00102,OTHER,2023-11-07,YES,12.0,NO
CMP_006821,SPSV_01640,REFUSAL OF HIRE,2022-03-11,NO,14.0,NO
CMP_006822,SPSV_02216,OVERCHARGING,2025-07-16,YES,10.0,NO
CMP_006823,SPSV_02568,ACCESSIBILITY,2024-06-13,YES,21.0,NO
CMP_006824,SPSV_02329,VEHICLE SAFETY,2025-11-19,NO,14.0,NO
CMP_006825,SPSV_00042,CONDUCT,2022-11-03,NO,14.0,NO
CMP_006826,SPSV_00312,CONDUCT,2025-01-21,YES,16.0,NO
CMP_006827,SPSV_03427,OVERCHARGING,2023-03-02,YES,6.0,NO
CMP_006828,SPSV_03020,CONDUCT,2023-10-24,YES,8.0,NO
CMP_006829,SPSV_03593,VEHICLE SAFETY,2023-01-23,YES,27.0,NO
CMP_006830,SPSV_00128,REFUSAL OF HIRE,2024-08-03,NO,14.0,YES
CMP_006831,SPSV_02911,NO SHOW,2023-02-26,NO,14.0,NO
CMP_006832,SPSV_03153,VEHICLE SAFETY,2024-11-11,YES,5.0,NO
CMP_006833,SPSV_01965,CONDUCT,2023-09-20,YES,32.0,NO
CMP_006834,SPSV_03893,OVERCHARGING,2023-09-30,YES,11.0,NO
CMP_006835,SPSV_03580,VEHICLE SAFETY,2025-05-26,YES,3.0,NO
CMP_006836,SPSV_01466,CONDUCT,2025-05-06,YES,13.0,NO
CMP_006837,SPSV_03769,VEHICLE SAFETY,2022-10-31,YES,2.0,NO
CMP_006838,SPSV_01242,REFUSAL OF HIRE,2023-04-12,YES,36.0,NO
CMP_006839,SPSV_00316,OTHER,2022-01-03,NO,14.0,NO
CMP_006840,SPSV_04424,OTHER,2022-08-14,YES,10.0,NO
CMP_006841,SPSV_02732,OVERCHARGING,2025-03-30,NO,14.0,NO
CMP_006842,SPSV_01986,OVERCHARGING,2022-07-28,YES,12.0,NO
CMP_006843,SPSV_04451,OVERCHARGING,2025-10-15,NO,14.0,NO
CMP_006844,SPSV_02657,OTHER,2023-01-03,YES,9.0,NO
CMP_006845,SPSV_02695,ACCESSIBILITY,2024-12-11,YES,17.0,NO
CMP_006846,SPSV_03515,ACCESSIBILITY,2022-11-27,YES,16.0,NO
CMP_006847,SPSV_03588,OTHER,2024-10-21,YES,11.0,NO
CMP_006848,SPSV_00702,OVERCHARGING,2025-03-21,YES,32.0,NO
CMP_006849,SPSV_03121,OVERCHARGING,2022-11-13,YES,14.0,NO
CMP_006850,SPSV_01803,OVERCHARGING,2022-05-23,YES,4.0,NO
CMP_006851,SPSV_02850,CONDUCT,2024-01-30,NO,14.0,NO
CMP_006852,SPSV_00409,OVERCHARGING,2025-08-23,YES,9.0,NO
CMP_006853,SPSV_00290,REFUSAL OF HIRE,2024-04-25,YES,63.0,NO
CMP_006854,SPSV_04802,NO SHOW,2023-01-08,YES,19.0,NO
CMP_006855,SPSV_01808,VEHICLE SAFETY,2022-03-12,YES,5.0,NO
CMP_006856,SPSV_04181,VEHICLE SAFETY,2024-05-26,YES,19.0,NO
CMP_006857,SPSV_04818,ACCESSIBILITY,2025-03-05,YES,7.0,NO
CMP_006858,SPSV_03529,OVERCHARGING,2022-04-13,YES,6.0,NO
CMP_006859,SPSV_02030,OVERCHARGING,2023-09-14,YES,18.0,NO
CMP_006860,SPSV_01586,NO SHOW,2025-12-09,YES,7.0,NO
CMP_006861,SPSV_03169,OTHER,2023-10-26,NO,14.0,YES
CMP_006862,SPSV_02226,OVERCHARGING,2023-04-16,NO,14.0,YES
CMP_006863,SPSV_01208,CONDUCT,2022-02-16,YES,21.0,NO
CMP_006864,SPSV_02081,OTHER,2023-01-29,YES,22.0,NO
CMP_006865,SPSV_01087,OTHER,2025-05-08,YES,12.0,NO
CMP_006866,SPSV_01470,CONDUCT,2025-07-17,YES,3.0,YES
CMP_006867,SPSV_04287,CONDUCT,2022-08-13,YES,7.0,NO
CMP_006868,SPSV_03803,CONDUCT,2022-04-07,NO,14.0,NO
CMP_006869,SPSV_00710,VEHICLE SAFETY,2024-12-04,NO,14.0,YES
CMP_006870,SPSV_03831,CONDUCT,2024-06-08,YES,9.0,NO
CMP_006871,SPSV_03849,OVERCHARGING,2025-06-03,YES,32.0,NO
CMP_006872,SPSV_01151,ACCESSIBILITY,2024-11-15,YES,13.0,NO
CMP_006873,SPSV_03789,ACCESSIBILITY,2025-08-08,YES,31.0,NO
CMP_006874,SPSV_02756,NO SHOW,2022-01-12,YES,26.0,NO
CMP_006875,SPSV_03709,ACCESSIBILITY,2024-08-11,YES,5.0,NO
CMP_006876,SPSV_01113,CONDUCT,2024-12-12,NO,14.0,NO
CMP_006877,SPSV_02850,VEHICLE SAFETY,2023-07-09,YES,13.0,NO
CMP_006878,SPSV_01750,CONDUCT,2022-01-17,YES,21.0,NO
CMP_006879,SPSV_01041,NO SHOW,2023-07-30,NO,14.0,NO
CMP_006880,SPSV_02145,OVERCHARGING,2022-10-14,YES,22.0,YES
CMP_006881,SPSV_03586,NO SHOW,2024-07-05,YES,10.0,NO
CMP_006882,SPSV_01481,OVERCHARGING,2025-02-10,YES,22.0,NO
CMP_006883,SPSV_02411,CONDUCT,2023-11-20,NO,14.0,NO
CMP_006884,SPSV_03140,OVERCHARGING,2023-01-08,YES,7.0,NO
CMP_006885,SPSV_00486,CONDUCT,2023-02-23,YES,4.0,NO
CMP_006886,SPSV_02113,OTHER,2024-01-24,YES,5.0,YES
CMP_006887,SPSV_02713,OVERCHARGING,2025-10-21,NO,14.0,YES
CMP_006888,SPSV_03559,VEHICLE SAFETY,2022-12-30,YES,10.0,NO
CMP_006889,SPSV_03073,VEHICLE SAFETY,2024-05-30,YES,21.0,NO
CMP_006890,SPSV_01500,VEHICLE SAFETY,2025-05-12,YES,8.0,NO
CMP_006891,SPSV_03225,VEHICLE SAFETY,2025-02-22,YES,11.0,NO
CMP_006892,SPSV_01112,NO SHOW,2025-06-08,NO,14.0,NO
CMP_006893,SPSV_00995,ACCESSIBILITY,2023-10-10,YES,6.0,NO
CMP_006894,SPSV_04346,ACCESSIBILITY,2025-09-06,YES,11.0,NO
CMP_006895,SPSV_02357,VEHICLE SAFETY,2024-06-08,NO,14.0,NO
CMP_006896,SPSV_03942,OVERCHARGING,2023-06-13,YES,5.0,NO
CMP_006897,SPSV_01123,CONDUCT,2023-02-13,YES,23.0,NO
CMP_006898,SPSV_02625,CONDUCT,2025-07-03,YES,17.0,NO
CMP_006899,SPSV_04635,CONDUCT,2023-01-11,NO,14.0,YES
CMP_006900,SPSV_02820,CONDUCT,2022-06-20,NO,14.0,NO
CMP_006901,SPSV_01635,OVERCHARGING,2025-07-04,YES,26.0,NO
CMP_006902,SPSV_01708,OVERCHARGING,2023-08-28,NO,14.0,NO
CMP_006903,SPSV_04181,OTHER,2023-01-04,NO,14.0,NO
CMP_006904,SPSV_04232,ACCESSIBILITY,2025-04-20,NO,14.0,YES
CMP_006905,SPSV_01845,VEHICLE SAFETY,2022-09-06,YES,36.0,NO
CMP_006906,SPSV_00054,CONDUCT,2023-03-21,YES,8.0,NO
CMP_006907,SPSV_03956,OTHER,2024-03-24,YES,5.0,NO
CMP_006908,SPSV_03173,OVERCHARGING,2025-12-22,YES,9.0,NO
CMP_006909,SPSV_00211,NO SHOW,2024-07-28,NO,14.0,NO
CMP_006910,SPSV_04723,NO SHOW,2024-12-25,NO,14.0,NO
CMP_006911,SPSV_01814,ACCESSIBILITY,2023-04-05,NO,14.0,YES
CMP_006912,SPSV_02183,VEHICLE SAFETY,2022-04-06,YES,17.0,YES
CMP_006913,SPSV_03598,VEHICLE SAFETY,2024-11-14,YES,21.0,NO
CMP_006914,SPSV_03080,NO SHOW,2023-02-26,YES,11.0,YES
CMP_006915,SPSV_03314,OTHER,2024-09-26,YES,8.0,NO
CMP_006916,SPSV_02251,OTHER,2025-12-05,YES,11.0,YES
CMP_006917,SPSV_02022,OVERCHARGING,2022-08-23,YES,19.0,NO
CMP_006918,SPSV_03171,OTHER,2024-10-14,YES,8.0,NO
CMP_006919,SPSV_00481,NO SHOW,2025-07-17,YES,11.0,YES
CMP_006920,SPSV_00942,OVERCHARGING,2022-07-19,NO,14.0,NO
CMP_006921,SPSV_04179,CONDUCT,2025-08-23,NO,14.0,YES
CMP_006922,SPSV_04218,NO SHOW,2024-01-17,NO,14.0,YES
CMP_006923,SPSV_03788,OVERCHARGING,2024-05-17,YES,4.0,NO
CMP_006924,SPSV_04404,CONDUCT,2023-02-21,YES,45.0,NO
CMP_006925,SPSV_02606,CONDUCT,2024-03-22,YES,14.0,NO
CMP_006926,SPSV_02198,OVERCHARGING,2022-04-20,YES,24.0,YES
CMP_006927,SPSV_04934,ACCESSIBILITY,2022-08-30,YES,21.0,NO
CMP_006928,SPSV_02093,CONDUCT,2023-06-07,YES,7.0,NO
CMP_006929,SPSV_02601,OVERCHARGING,2025-11-15,YES,17.0,NO
CMP_006930,SPSV_00915,VEHICLE SAFETY,2022-06-25,YES,13.0,NO
CMP_006931,SPSV_04970,NO SHOW,2022-12-28,YES,19.0,NO
CMP_006932,SPSV_03827,REFUSAL OF HIRE,2025-12-19,NO,14.0,NO
CMP_006933,SPSV_00978,OVERCHARGING,2022-02-15,YES,18.0,NO
CMP_006934,SPSV_03393,ACCESSIBILITY,2023-01-08,YES,16.0,NO
CMP_006935,SPSV_00579,OVERCHARGING,2025-04-24,YES,21.0,NO
CMP_006936,SPSV_03397,OVERCHARGING,2023-12-17,YES,24.0,NO
CMP_006937,SPSV_01768,OVERCHARGING,2022-03-18,YES,13.0,NO
CMP_006938,SPSV_01847,NO SHOW,2024-11-09,NO,14.0,NO
CMP_006939,SPSV_04745,CONDUCT,2023-02-07,YES,19.0,NO
CMP_006940,SPSV_01238,VEHICLE SAFETY,2024-08-29,YES,14.0,NO
CMP_006941,SPSV_03220,OVERCHARGING,2023-02-02,YES,18.0,NO
CMP_006942,SPSV_04658,REFUSAL OF HIRE,2024-10-31,YES,21.0,NO
CMP_006943,SPSV_03651,OTHER,2024-05-30,NO,14.0,NO
CMP_006944,SPSV_00382,NO SHOW,2024-04-14,NO,14.0,NO
CMP_006945,SPSV_03532,CONDUCT,2024-07-19,YES,13.0,NO
CMP_006946,SPSV_03923,CONDUCT,2022-03-14,NO,14.0,YES
CMP_006947,SPSV_03530,OTHER,2022-12-01,NO,14.0,NO
CMP_006948,SPSV_03004,REFUSAL OF HIRE,2022-06-24,NO,14.0,NO
CMP_006949,SPSV_00549,OVERCHARGING,2023-02-21,YES,11.0,NO
CMP_006950,SPSV_00572,VEHICLE SAFETY,2023-03-29,YES,28.0,YES
CMP_006951,SPSV_02859,ACCESSIBILITY,2023-10-14,YES,16.0,NO
CMP_006952,SPSV_02491,CONDUCT,2025-12-24,YES,20.0,NO
CMP_006953,SPSV_01449,CONDUCT,2024-08-30,YES,13.0,NO
CMP_006954,SPSV_02868,OTHER,2023-06-21,YES,9.0,NO
CMP_006955,SPSV_04872,NO SHOW,2025-07-02,YES,11.0,YES
CMP_006956,SPSV_02735,OVERCHARGING,2023-08-24,YES,13.0,NO
CMP_006957,SPSV_00073,ACCESSIBILITY,2022-10-04,YES,11.0,NO
CMP_006958,SPSV_03897,VEHICLE SAFETY,2025-04-20,NO,14.0,NO
CMP_006959,SPSV_03042,VEHICLE SAFETY,2024-12-10,YES,18.0,NO
CMP_006960,SPSV_00920,NO SHOW,2025-01-13,YES,17.0,NO
CMP_006961,SPSV_01978,OVERCHARGING,2022-04-15,YES,38.0,NO
CMP_006962,SPSV_04671,REFUSAL OF HIRE,2023-12-11,YES,8.0,NO
CMP_006963,SPSV_03805,REFUSAL OF HIRE,2024-12-02,YES,17.0,NO
CMP_006964,SPSV_03579,ACCESSIBILITY,2024-12-01,NO,14.0,NO
CMP_006965,SPSV_04005,CONDUCT,2022-01-07,YES,22.0,NO
CMP_006966,SPSV_04531,VEHICLE SAFETY,2023-12-15,YES,7.0,NO
CMP_006967,SPSV_01258,VEHICLE SAFETY,2022-12-21,NO,14.0,YES
CMP_006968,SPSV_00045,OVERCHARGING,2025-09-08,NO,14.0,NO
CMP_006969,SPSV_02834,CONDUCT,2023-12-08,NO,14.0,NO
CMP_006970,SPSV_04280,REFUSAL OF HIRE,2022-07-04,NO,14.0,NO
CMP_006971,SPSV_02534,OVERCHARGING,2025-04-04,YES,12.0,NO
CMP_006972,SPSV_04772,REFUSAL OF HIRE,2022-12-22,NO,14.0,NO
CMP_006973,SPSV_00532,NO SHOW,2022-01-28,YES,29.0,NO
CMP_006974,SPSV_03517,ACCESSIBILITY,2025-07-30,YES,32.0,NO
CMP_006975,SPSV_01176,ACCESSIBILITY,2024-07-03,NO,14.0,YES
CMP_006976,SPSV_03427,REFUSAL OF HIRE,2022-12-31,YES,31.0,NO
CMP_006977,SPSV_00161,CONDUCT,2025-06-27,YES,12.0,NO
CMP_006978,SPSV_04679,OTHER,2024-09-07,NO,14.0,NO
CMP_006979,SPSV_02732,ACCESSIBILITY,2025-06-08,YES,13.0,NO
CMP_006980,SPSV_01707,OTHER,2024-07-27,NO,14.0,NO
CMP_006981,SPSV_02820,REFUSAL OF HIRE,2024-09-02,YES,14.0,NO
CMP_006982,SPSV_01076,CONDUCT,2025-01-17,YES,16.0,NO
CMP_006983,SPSV_04729,OVERCHARGING,2022-02-18,NO,14.0,NO
CMP_006984,SPSV_03449,OVERCHARGING,2025-10-16,YES,18.0,NO
CMP_006985,SPSV_01606,OVERCHARGING,2024-03-07,YES,20.0,NO
CMP_006986,SPSV_01098,OVERCHARGING,2022-12-05,NO,14.0,YES
CMP_006987,SPSV_01049,CONDUCT,2024-08-07,YES,19.0,NO
CMP_006988,SPSV_01793,NO SHOW,2024-10-11,YES,28.0,NO
CMP_006989,SPSV_00451,CONDUCT,2022-02-03,YES,5.0,NO
CMP_006990,SPSV_01533,ACCESSIBILITY,2022-01-10,NO,14.0,YES
CMP_006991,SPSV_03289,REFUSAL OF HIRE,2025-01-09,YES,23.0,NO
CMP_006992,SPSV_03247,REFUSAL OF HIRE,2025-06-29,NO,14.0,NO
CMP_006993,SPSV_00462,OTHER,2022-04-25,YES,12.0,NO
CMP_006994,SPSV_04064,CONDUCT,2024-12-05,YES,31.0,NO
CMP_006995,SPSV_00252,VEHICLE SAFETY,2023-03-19,NO,14.0,NO
CMP_006996,SPSV_02069,CONDUCT,2025-09-05,YES,9.0,NO
CMP_006997,SPSV_04412,NO SHOW,2025-03-21,YES,7.0,NO
CMP_006998,SPSV_01342,OVERCHARGING,2023-05-04,YES,12.0,NO
CMP_006999,SPSV_00379,CONDUCT,2023-05-12,YES,7.0,NO
CMP_007000,SPSV_03931,OTHER,2023-04-07,YES,9.0,NO
CMP_007001,SPSV_03715,CONDUCT,2023-01-25,YES,24.0,NO
CMP_007002,SPSV_00714,CONDUCT,2023-12-15,YES,11.0,NO
CMP_007003,SPSV_03661,CONDUCT,2025-09-14,NO,14.0,NO
CMP_007004,SPSV_04935,VEHICLE SAFETY,2022-12-28,NO,14.0,NO
CMP_007005,SPSV_00963,CONDUCT,2023-06-11,YES,10.0,NO
CMP_007006,SPSV_02369,VEHICLE SAFETY,2025-04-12,YES,19.0,NO
CMP_007007,SPSV_01993,CONDUCT,2024-04-30,YES,33.0,NO
CMP_007008,SPSV_01845,OTHER,2023-05-28,NO,14.0,YES
CMP_007009,SPSV_00628,VEHICLE SAFETY,2024-11-14,YES,15.0,NO
CMP_007010,SPSV_00916,NO SHOW,2023-06-25,YES,11.0,NO
CMP_007011,SPSV_01633,CONDUCT,2025-12-12,YES,13.0,NO
CMP_007012,SPSV_04230,NO SHOW,2025-02-28,NO,14.0,NO
CMP_007013,SPSV_00570,CONDUCT,2022-11-05,YES,27.0,NO
CMP_007014,SPSV_01899,OVERCHARGING,2023-09-27,NO,14.0,YES
CMP_007015,SPSV_03543,VEHICLE SAFETY,2022-09-28,NO,14.0,NO
CMP_007016,SPSV_03353,OTHER,2024-10-11,YES,16.0,NO
CMP_007017,SPSV_01077,VEHICLE SAFETY,2024-08-06,YES,12.0,NO
CMP_007018,SPSV_00689,REFUSAL OF HIRE,2024-10-16,YES,8.0,NO
CMP_007019,SPSV_04957,VEHICLE SAFETY,2024-03-27,YES,19.0,NO
CMP_007020,SPSV_04270,OTHER,2023-12-13,YES,5.0,NO
CMP_007021,SPSV_03259,CONDUCT,2022-04-14,YES,12.0,YES
CMP_007022,SPSV_00016,OTHER,2022-10-05,NO,14.0,NO
CMP_007023,SPSV_00735,CONDUCT,2025-01-29,NO,14.0,NO
CMP_007024,SPSV_00450,REFUSAL OF HIRE,2023-06-15,NO,14.0,NO
CMP_007025,SPSV_04680,VEHICLE SAFETY,2022-02-07,YES,11.0,NO
CMP_007026,SPSV_00146,REFUSAL OF HIRE,2022-02-18,YES,12.0,NO
CMP_007027,SPSV_01411,OTHER,2023-08-19,YES,27.0,NO
CMP_007028,SPSV_01091,OVERCHARGING,2023-09-23,YES,7.0,NO
CMP_007029,SPSV_02148,CONDUCT,2025-08-05,YES,10.0,NO
CMP_007030,SPSV_03825,NO SHOW,2022-08-25,YES,9.0,NO
CMP_007031,SPSV_04429,CONDUCT,2022-08-19,NO,14.0,NO
CMP_007032,SPSV_00585,CONDUCT,2024-03-01,YES,13.0,NO
CMP_007033,SPSV_00742,OVERCHARGING,2025-08-14,YES,26.0,NO
CMP_007034,SPSV_03983,REFUSAL OF HIRE,2023-11-29,YES,8.0,NO
CMP_007035,SPSV_03065,CONDUCT,2023-04-27,YES,7.0,NO
CMP_007036,SPSV_00376,OTHER,2023-10-27,YES,6.0,NO
CMP_007037,SPSV_00907,REFUSAL OF HIRE,2023-06-24,YES,54.0,NO
CMP_007038,SPSV_00995,VEHICLE SAFETY,2023-06-12,YES,12.0,NO
CMP_007039,SPSV_01990,CONDUCT,2024-06-05,NO,14.0,YES
CMP_007040,SPSV_04433,OVERCHARGING,2022-01-28,NO,14.0,NO
CMP_007041,SPSV_01605,CONDUCT,2022-06-02,YES,8.0,NO
CMP_007042,SPSV_02648,OTHER,2024-10-03,YES,20.0,NO
