Inspection_ID,Licence_ID,Inspection_Date,Inspection_Type,Outcome,Breach_Category,Follow_Up_Required
INSP_009491,SPSV_01966,2023-09-23,Follow-Up,Pass,None,No
INSP_009492,SPSV_00669,2022-01-13,Targeted,Fail,Documentation,Yes
INSP_009493,SPSV_01914,2024-05-08,Follow-Up,Pass,None,No
INSP_009494,SPSV_04467,2022-12-28,Routine,Pass,None,No
INSP_009495,SPSV_01119,2023-05-20,Routine,Fail,Documentation,Yes
INSP_009496,SPSV_04961,2022-03-25,Targeted,Pass,None,No
INSP_009497,SPSV_04218,2025-04-02,Routine,Fail,Safety,Yes
INSP_009498,SPSV_04930,2022-05-14,Follow-Up,Pass,None,No
INSP_009499,SPSV_03116,2022-11-06,Targeted,Pass,None,No
INSP_009500,SPSV_02308,2024-05-12,Routine,Fail,Insurance,Yes
INSP_009501,SPSV_02855,2023-01-01,Routine,Pass,None,No
INSP_009502,SPSV_04034,2022-12-23,Routine,Pass,None,No
INSP_009503,SPSV_04653,2022-07-10,Routine,Fail,Safety,Yes
INSP_009504,SPSV_01288,2025-06-09,Routine,Pass,None,No
INSP_009505,SPSV_01842,2025-09-04,Routine,Fail,Accessibility,No
INSP_009506,SPSV_04644,2022-04-17,Routine,Pass,None,No
INSP_009507,SPSV_01862,2025-04-12,Routine,Pass,None,No
INSP_009508,SPSV_02985,2022-05-07,Routine,Pass,None,No
INSP_009509,SPSV_00804,2024-02-29,Targeted,Pass,None,No
INSP_009510,SPSV_01860,2023-08-25,Targeted,Fail,Documentation,No
INSP_009511,SPSV_04199,2023-12-30,Routine,Fail,Safety,Yes
INSP_009512,SPSV_02958,2023-09-02,Targeted,Pass,None,No
INSP_009513,SPSV_04629,2024-05-11,Complaint-Led,,None,No
INSP_009514,SPSV_00501,2024-07-13,Complaint-Led,Pass,None,No
INSP_009515,SPSV_01229,2024-06-06,Follow-Up,Fail,Documentation,Yes
INSP_009516,SPSV_00097,2024-01-29,Complaint-Led,Pass,None,No
INSP_009517,SPSV_04918,2023-11-29,Routine,Pass,None,No
INSP_009518,SPSV_03885,2025-08-27,Routine,Pass,None,No
INSP_009519,SPSV_03639,2025-05-12,Complaint-Led,,None,No
INSP_009520,SPSV_04658,2022-08-10,Routine,Pass,None,No
INSP_009521,SPSV_02544,2023-12-09,Follow-Up,Fail,Documentation,No
INSP_009522,SPSV_01388,2022-05-13,Routine,Pass,None,No
INSP_009523,SPSV_04008,2022-05-25,Complaint-Led,Pass,None,No
INSP_009524,SPSV_02305,2025-01-06,Targeted,Pass,None,No
INSP_009525,SPSV_04301,2025-06-16,Routine,Pass,None,No
INSP_009526,SPSV_01366,2023-04-26,Routine,Pass,None,No
INSP_009527,SPSV_02547,2022-04-19,Routine,Fail,Safety,Yes
INSP_009528,SPSV_00192,2025-02-11,Targeted,Pass,none,No
INSP_009529,SPSV_01827,2024-12-05,Routine,Pass,None,No
INSP_009530,SPSV_00225,2024-07-13,Complaint-Led,Pass,None,No
INSP_009531,SPSV_00773,2023-06-24,Routine,Pass,None,No
INSP_009532,SPSV_01246,2022-08-31,Routine,Pass,None,No
INSP_009533,SPSV_03013,2022-02-08,Follow-Up,Pass,None,No
INSP_009534,SPSV_02667,2024-07-15,Follow-Up,Pass,None,No
INSP_009535,SPSV_01625,2023-04-12,Targeted,Pass,None,No
INSP_009536,SPSV_03475,2024-03-18,Complaint-Led,Fail,Documentation,Yes
INSP_009537,SPSV_01996,2023-01-14,Targeted,Pass,None,No
INSP_009538,SPSV_04153,2022-01-27,Complaint-Led,Fail,Safety,Yes
INSP_009539,SPSV_00520,2024-06-04,Routine,Fail,Other,No
INSP_009540,SPSV_03530,2025-04-23,Follow-Up,Pass,None,No
INSP_009541,SPSV_01426,2025-05-05,Routine,Pass,None,No
INSP_009542,SPSV_00873,2025-10-30,Follow-Up,Pass,None,No
INSP_009543,SPSV_00958,2022-02-24,Routine,Fail,Safety,No
INSP_009544,SPSV_04254,2022-09-19,Targeted,Fail,Other,Yes
INSP_009545,SPSV_03589,2022-10-01,Routine,Pass,None,No
INSP_009546,SPSV_03032,2024-12-06,Complaint-Led,Fail,Documentation,No
INSP_009547,SPSV_00237,2023-06-05,Routine,Pass,None,No
INSP_009548,SPSV_04429,2023-07-16,Routine,Pass,None,No
INSP_009549,SPSV_04721,2022-03-12,Routine,Pass,None,No
INSP_009550,SPSV_03227,2023-05-14,Routine,Pass,None,No
INSP_009551,SPSV_01568,2022-03-22,Routine,Fail,Other,No
INSP_009552,SPSV_00910,2023-12-23,Routine,Fail,Other,Yes
INSP_009553,SPSV_01961,2022-07-13,Routine,Fail,Insurance,No
INSP_009554,SPSV_03588,2023-02-14,Routine,Pass,None,No
INSP_009555,SPSV_03339,2024-12-12,Targeted,Fail,Safety,Yes
INSP_009556,SPSV_01386,2022-12-15,Routine,Pass,None,No
INSP_009557,SPSV_00816,2023-09-21,Routine,Pass,None,No
INSP_009558,SPSV_02469,2023-09-11,Complaint-Led,Pass,None,No
INSP_009559,SPSV_03785,2024-08-11,Routine,Pass,None,No
INSP_009560,SPSV_00810,2022-04-17,Targeted,Pass,None,No
INSP_009561,SPSV_00322,2025-10-05,Routine,Pass,None,No
INSP_009562,SPSV_04399,2023-06-23,Routine,Pass,None,No
INSP_009563,SPSV_00844,2023-06-13,Follow-Up,Pass,None,No
INSP_009564,SPSV_02572,2024-09-25,Targeted,Pass,None,No
INSP_009565,SPSV_00411,2022-03-20,Follow-Up,Fail,Safety,Yes
INSP_009566,SPSV_03571,2022-12-03,Follow-Up,Pass,None,No
INSP_009567,SPSV_00824,2023-04-19,Routine,Pass,None,No
INSP_009568,SPSV_02501,2025-11-04,Complaint-Led,Fail,Safety,Yes
INSP_009569,SPSV_02810,2025-01-24,Follow-Up,Pass,None,No
INSP_009570,SPSV_02387,2025-10-08,Routine,Pass,None,No
INSP_009571,SPSV_01876,2024-10-25,Follow-Up,Pass,None,No
INSP_009572,SPSV_04155,2023-09-22,Routine,Pass,None,No
INSP_009573,SPSV_04603,2023-01-18,Follow-Up,Pass,None,No
INSP_009574,SPSV_03340,2024-04-19,Targeted,Pass,None,No
INSP_009575,SPSV_02528,2024-02-22,Routine,Pass,None,No
INSP_009576,SPSV_00669,2024-11-28,Targeted,Pass,None,No
INSP_009577,SPSV_03589,2024-06-12,Targeted,Pass,None,No
INSP_009578,SPSV_03072,2024-11-29,Routine,Pass,None,No
INSP_009579,SPSV_02931,2022-06-26,Routine,Pass,None,No
INSP_009580,SPSV_01602,2025-08-27,Complaint-Led,Pass,None,No
INSP_009581,SPSV_00213,2024-08-31,Complaint-Led,Pass,None,No
INSP_009582,SPSV_02147,2024-08-27,Targeted,Pass,None,No
INSP_009583,SPSV_03343,2023-04-28,Routine,Pass,None,No
INSP_009584,SPSV_01073,2024-04-13,Routine,Pass,None,No
INSP_009585,SPSV_02223,2025-08-22,Routine,Pass,None,No
INSP_009586,SPSV_04997,2023-06-12,Routine,Pass,None,No
INSP_009587,SPSV_04901,2025-10-21,Routine,Pass,None,No
INSP_009588,SPSV_01030,2023-05-06,Targeted,Pass,None,No
INSP_009589,SPSV_02602,2022-05-25,Routine,Pass,None,No
INSP_009590,SPSV_04091,2024-05-11,Follow-Up,Pass,None,No
INSP_009591,SPSV_03379,2025-12-04,Complaint-Led,Fail,Other,Yes
INSP_009592,SPSV_03539,2023-05-19,Routine,Pass,None,No
INSP_009593,SPSV_00528,2022-01-05,Routine,Pass,None,No
INSP_009594,SPSV_00728,2023-10-25,Complaint-Led,Pass,None,No
INSP_009595,SPSV_02121,2022-07-06,Targeted,Pass,None,No
INSP_009596,SPSV_02115,2022-04-28,Routine,Pass,None,No
INSP_009597,SPSV_00593,2023-11-05,Complaint-Led,Pass,None,No
INSP_009598,SPSV_03498,2023-08-01,Routine,Pass,None,No
INSP_009599,SPSV_04530,2025-12-24,Targeted,Pass,None,No
INSP_009600,SPSV_00267,2023-01-11,Targeted,Pass,None,No
INSP_009601,SPSV_03465,2023-02-11,Routine,Pass,None,No
INSP_009602,SPSV_03884,2023-05-05,Routine,Pass,None,No
INSP_009603,SPSV_03668,2025-08-20,Routine,Pass,None,No
INSP_009604,SPSV_01203,2025-02-19,Complaint-Led,Pass,None,No
INSP_009605,SPSV_03848,2024-04-12,Targeted,Pass,None,No
INSP_009606,SPSV_01607,2023-12-31,Routine,Fail,Documentation,Yes
INSP_009607,SPSV_03540,2022-09-16,Targeted,Fail,Insurance,No
INSP_009608,SPSV_00468,2022-03-12,Routine,Pass,None,No
INSP_009609,SPSV_02071,2025-05-23,Routine,Pass,None,No
INSP_009610,SPSV_04793,2025-01-23,Follow-Up,Pass,None,No
INSP_009611,SPSV_04423,2025-05-07,Routine,Pass,None,No
INSP_009612,SPSV_00659,2024-01-03,Targeted,Pass,None,No
INSP_009613,SPSV_03980,2025-04-28,Routine,Pass,None,No
INSP_009614,SPSV_00537,2023-08-10,Routine,Pass,None,No
INSP_009615,SPSV_02428,2024-06-21,Follow-Up,Fail,Other,Yes
INSP_009616,SPSV_00850,2024-12-20,Routine,Pass,None,No
INSP_009617,SPSV_02174,2024-10-24,Follow-Up,Pass,None,No
INSP_009618,SPSV_04538,2025-12-12,Complaint-Led,Pass,None,No
INSP_009619,SPSV_04925,2025-10-11,Routine,Fail,Insurance,No
INSP_009620,SPSV_02092,2022-12-29,Routine,Pass,None,No
INSP_009621,SPSV_02709,2024-07-27,Complaint-Led,Pass,None,No
INSP_009622,SPSV_01383,2025-12-12,Routine,Pass,None,No
INSP_009623,SPSV_04295,2023-08-09,Routine,Pass,None,No
INSP_009624,SPSV_01677,2025-02-10,Follow-Up,Fail,Documentation,Yes
INSP_009625,SPSV_00653,2023-04-13,Routine,Pass,None,No
INSP_009626,SPSV_04404,2024-04-19,Targeted,Pass,None,No
INSP_009627,SPSV_03161,2023-08-13,Follow-Up,Pass,None,No
INSP_009628,SPSV_03760,2022-09-24,Routine,Pass,None,No
INSP_009629,SPSV_04570,2025-10-02,Routine,Pass,None,No
INSP_009630,SPSV_02273,2022-07-08,Routine,Pass,None,No
INSP_009631,SPSV_04456,2022-09-12,Targeted,Pass,None,No
INSP_009632,SPSV_02472,2023-09-26,Routine,Pass,None,No
INSP_009633,SPSV_03126,2024-01-23,Routine,Pass,none,No
INSP_009634,SPSV_04763,2024-11-04,Targeted,Fail,Other,No
INSP_009635,SPSV_02383,2023-07-08,Routine,Pass,None,No
INSP_009636,SPSV_04995,2025-07-21,Routine,Fail,Insurance,Yes
INSP_009637,SPSV_00315,2023-08-23,Complaint-Led,Pass,None,No
INSP_009638,SPSV_00488,2022-11-12,Targeted,Pass,None,No
INSP_009639,SPSV_02936,2024-03-24,Follow-Up,Pass,None,No
INSP_009640,SPSV_02685,2024-05-03,Targeted,Pass,None,No
INSP_009641,SPSV_03884,2024-02-11,Complaint-Led,Pass,None,No
INSP_009642,SPSV_00687,2024-11-12,Routine,Pass,None,No
INSP_009643,SPSV_01992,2025-11-02,Routine,Pass,None,No
INSP_009644,SPSV_02928,2024-11-02,Targeted,Pass,None,No
INSP_009645,SPSV_01445,2023-12-22,Follow-Up,Pass,None,No
INSP_009646,SPSV_04133,2023-05-02,Targeted,Pass,None,No
INSP_009647,SPSV_01965,2023-06-25,Routine,Pass,None,No
INSP_009648,SPSV_03742,2022-01-11,Targeted,Pass,None,No
INSP_009649,SPSV_03020,2023-03-26,Targeted,Pass,None,No
INSP_009650,SPSV_03965,2023-04-07,Routine,Pass,None,No
INSP_009651,SPSV_01513,2024-08-18,Targeted,Pass,None,No
INSP_009652,SPSV_01024,2023-12-21,Targeted,Pass,None,No
INSP_009653,SPSV_01951,2022-04-30,Routine,Pass,None,No
INSP_009654,SPSV_02319,2025-12-09,Routine,Pass,None,No
INSP_009655,SPSV_01733,2024-03-13,Targeted,Pass,None,No
INSP_009656,SPSV_00631,2025-12-07,Routine,Pass,None,No
INSP_009657,SPSV_02622,2022-08-27,Targeted,Pass,None,No
INSP_009658,SPSV_02329,2025-07-26,Targeted,Pass,None,No
INSP_009659,SPSV_03084,2025-08-11,Routine,Pass,None,No
INSP_009660,SPSV_03337,2024-06-27,Routine,Pass,None,No
INSP_009661,SPSV_04293,2022-09-28,Routine,Pass,None,No
INSP_009662,SPSV_01719,2022-05-29,Routine,Pass,None,No
INSP_009663,SPSV_00455,2025-03-30,Routine,Pass,None,No
INSP_009664,SPSV_03308,2022-03-16,Follow-Up,Pass,None,No
INSP_009665,SPSV_04103,2023-04-30,Routine,Pass,None,No
INSP_009666,SPSV_01972,2022-12-03,Routine,Pass,None,No
INSP_009667,SPSV_04773,2023-03-08,Routine,Pass,none,No
INSP_009668,SPSV_00987,2024-02-17,Targeted,Pass,None,No
INSP_009669,SPSV_00513,2023-03-02,Complaint-Led,Pass,None,No
INSP_009670,SPSV_01530,2025-10-16,Targeted,Pass,None,No
INSP_009671,SPSV_00718,2024-11-10,Routine,Pass,None,No
INSP_009672,SPSV_04572,2023-07-16,Routine,Pass,None,No
INSP_009673,SPSV_02857,2023-11-21,Complaint-Led,Pass,None,No
INSP_009674,SPSV_03521,2023-07-14,Routine,Fail,Documentation,Yes
INSP_009675,SPSV_00904,2024-08-02,Targeted,Pass,None,No
INSP_009676,SPSV_01005,2024-10-29,Targeted,Fail,Insurance,No
INSP_009677,SPSV_00041,2025-12-21,Targeted,Pass,None,No
INSP_009678,SPSV_03930,2023-11-27,Routine,Pass,None,No
INSP_009679,SPSV_03176,2022-06-11,Targeted,Pass,None,No
INSP_009680,SPSV_03332,2025-06-06,Targeted,Pass,None,No
INSP_009681,SPSV_04354,2023-06-07,Targeted,,None,No
INSP_009682,SPSV_00990,2025-03-10,Targeted,Fail,Documentation,Yes
INSP_009683,SPSV_04126,2024-08-31,Follow-Up,Pass,None,No
INSP_009684,SPSV_01106,2023-10-07,Complaint-Led,Pass,None,No
INSP_009685,SPSV_00355,2025-10-15,Routine,Fail,Documentation,No
INSP_009686,SPSV_01338,2025-09-27,Follow-Up,Pass,None,No
INSP_009687,SPSV_01859,2025-06-11,Routine,Pass,None,No
INSP_009688,SPSV_00535,2024-03-13,Routine,Pass,None,No
INSP_009689,SPSV_03067,2025-08-06,Routine,Pass,None,No
INSP_009690,SPSV_00253,2024-08-08,Routine,Fail,Safety,Yes
INSP_009691,SPSV_01968,2024-06-01,Routine,Fail,Insurance,No
INSP_009692,SPSV_04912,2025-06-21,Follow-Up,Pass,None,No
INSP_009693,SPSV_03635,2022-06-20,Routine,Pass,None,No
INSP_009694,SPSV_02800,2024-05-29,Follow-Up,Fail,Other,Yes
INSP_009695,SPSV_04989,2024-09-07,Complaint-Led,Pass,None,No
INSP_009696,SPSV_04763,2024-10-03,Routine,Fail,Documentation,No
INSP_009697,SPSV_04576,2023-02-20,Routine,Pass,None,No
INSP_009698,SPSV_02658,2025-03-24,Routine,Pass,None,No
INSP_009699,SPSV_03242,2022-02-06,Complaint-Led,Fail,Insurance,Yes
INSP_009700,SPSV_04876,2023-09-27,Follow-Up,Pass,None,No
INSP_009701,SPSV_01490,2024-04-29,Routine,Pass,None,No
INSP_009702,SPSV_04946,2023-07-19,Routine,Pass,None,No
INSP_009703,SPSV_04668,2023-01-23,Routine,Pass,None,No
INSP_009704,SPSV_00772,2023-07-22,Follow-Up,Pass,None,No
INSP_009705,SPSV_03495,2024-11-22,Routine,Pass,None,No
INSP_009706,SPSV_01899,2023-02-17,Targeted,Pass,None,No
INSP_009707,SPSV_04340,2025-01-12,Targeted,Pass,None,No
INSP_009708,SPSV_02463,2023-04-25,Routine,Fail,Documentation,Yes
INSP_009709,SPSV_02719,2022-01-14,Targeted,Pass,None,No
INSP_009710,SPSV_02602,2022-07-29,Targeted,Pass,None,No
INSP_009711,SPSV_03092,2022-01-22,Routine,Pass,None,No
INSP_009712,SPSV_01136,2024-07-17,Follow-Up,Pass,None,No
INSP_009713,SPSV_00724,2023-09-10,Routine,Pass,None,No
INSP_009714,SPSV_02656,2025-04-20,Routine,Pass,None,No
INSP_009715,SPSV_03604,2023-06-05,Routine,Pass,None,No
INSP_009716,SPSV_01040,2025-03-31,Routine,Pass,None,No
INSP_009717,SPSV_02555,2022-09-21,Follow-Up,Pass,None,No
INSP_009718,SPSV_03129,2024-03-18,Complaint-Led,Pass,None,No
INSP_009719,SPSV_03347,2024-06-04,Targeted,Pass,None,No
INSP_009720,SPSV_03085,2024-03-09,Routine,Pass,None,No
INSP_009721,SPSV_03604,2023-11-18,Follow-Up,Pass,None,No
INSP_009722,SPSV_02411,2024-01-16,Routine,Pass,None,No
INSP_009723,SPSV_03404,2023-06-26,Routine,Fail,Other,Yes
INSP_009724,SPSV_03505,2022-06-05,Complaint-Led,Fail,Safety,Yes
INSP_009725,SPSV_01263,2022-08-13,Targeted,Fail,Documentation,No
INSP_009726,SPSV_02595,2025-09-14,Routine,Pass,None,No
INSP_009727,SPSV_04428,2023-04-11,Routine,Pass,None,No
INSP_009728,SPSV_01016,2024-05-25,Targeted,Pass,None,No
INSP_009729,SPSV_04933,2025-10-23,Targeted,Pass,None,No
INSP_009730,SPSV_01462,2023-02-14,Routine,Pass,None,No
INSP_009731,SPSV_03386,2022-06-10,Routine,Pass,None,No
INSP_009732,SPSV_02146,2022-09-28,Routine,Fail,Other,Yes
INSP_009733,SPSV_04535,2024-01-01,Targeted,Pass,None,No
INSP_009734,SPSV_02479,2022-01-13,Routine,Pass,None,No
INSP_009735,SPSV_03036,2022-06-14,Follow-Up,Pass,None,No
INSP_009736,SPSV_00445,2023-09-07,Routine,Pass,None,No
INSP_009737,SPSV_01744,2025-02-18,Routine,Pass,None,No
INSP_009738,SPSV_00034,2024-11-20,Routine,Pass,None,No
INSP_009739,SPSV_00062,2024-08-07,Routine,Pass,None,No
INSP_009740,SPSV_01103,2024-10-24,Routine,Pass,None,No
INSP_009741,SPSV_03026,2023-11-15,Routine,Pass,None,No
INSP_009742,SPSV_03589,2022-01-26,Routine,Pass,None,No
INSP_009743,SPSV_00353,2025-12-12,Targeted,Fail,Safety,Yes
INSP_009744,SPSV_01082,2025-03-19,Routine,Pass,None,No
INSP_009745,SPSV_02171,2025-02-09,Complaint-Led,Fail,Documentation,Yes
INSP_009746,SPSV_01629,2022-11-16,Routine,Pass,None,No
INSP_009747,SPSV_04099,2024-07-29,Routine,Pass,None,No
INSP_009748,SPSV_00815,2023-05-26,Routine,Pass,None,No
INSP_009749,SPSV_03872,2022-10-12,Follow-Up,Fail,Documentation,Yes
INSP_009750,SPSV_03961,2022-05-24,Routine,Pass,None,No
INSP_009751,SPSV_03120,2022-04-22,Targeted,Pass,None,No
INSP_009752,SPSV_01947,2023-08-20,Routine,Pass,None,No
INSP_009753,SPSV_00253,2024-11-20,Routine,Pass,None,No
INSP_009754,SPSV_03620,2025-06-27,Routine,Pass,None,No
INSP_009755,SPSV_04406,2025-03-30,Routine,Pass,None,No
INSP_009756,SPSV_00532,2023-04-26,Routine,Pass,None,No
INSP_009757,SPSV_01667,2022-06-23,Targeted,Fail,Documentation,Yes
INSP_009758,SPSV_00197,2025-05-24,Follow-Up,Pass,None,No
INSP_009759,SPSV_00936,2025-07-10,Targeted,Fail,Insurance,Yes
INSP_009760,SPSV_03323,2025-11-30,Routine,Pass,None,No
INSP_009761,SPSV_03900,2025-03-12,Targeted,Fail,Insurance,Yes
INSP_009762,SPSV_01990,2024-04-17,Targeted,Pass,None,No
INSP_009763,SPSV_00463,2023-11-01,Routine,Fail,Safety,Yes
INSP_009764,SPSV_01403,2023-05-28,Routine,Pass,None,No
INSP_009765,SPSV_01734,2025-02-19,Routine,Pass,None,No
INSP_009766,SPSV_00023,2022-10-17,Routine,Pass,None,No
INSP_009767,SPSV_02748,2024-12-24,Follow-Up,Pass,None,No
INSP_009768,SPSV_01822,2022-02-22,Routine,Fail,Insurance,Yes
INSP_009769,SPSV_03239,2022-08-20,Routine,Pass,None,No
INSP_009770,SPSV_03240,2022-04-07,Routine,Pass,None,No
INSP_009771,SPSV_01584,2023-06-22,Routine,Pass,None,No
INSP_009772,SPSV_01237,2025-04-14,Complaint-Led,Pass,None,No
INSP_009773,SPSV_00813,2022-07-05,Routine,Fail,Safety,No
INSP_009774,SPSV_04133,2025-07-04,Follow-Up,Pass,None,No
INSP_009775,SPSV_00406,2023-02-05,Routine,Pass,None,No
INSP_009776,SPSV_03124,2024-03-29,Complaint-Led,Pass,None,No
INSP_009777,SPSV_01038,2023-07-28,Targeted,Pass,None,No
INSP_009778,SPSV_00530,2025-07-18,Routine,Pass,None,No
INSP_009779,SPSV_01202,2022-03-10,Follow-Up,Pass,None,No
INSP_009780,SPSV_04879,2022-08-24,Follow-Up,Pass,None,No
INSP_009781,SPSV_04482,2025-03-28,Routine,Pass,None,No
INSP_009782,SPSV_00119,2024-02-28,Follow-Up,Pass,None,No
INSP_009783,SPSV_01899,2023-01-25,Routine,Pass,None,No
INSP_009784,SPSV_03924,2024-04-21,Targeted,Pass,None,No
INSP_009785,SPSV_03653,2023-10-08,Routine,Pass,None,No
INSP_009786,SPSV_02080,2022-02-02,Targeted,Pass,None,No
INSP_009787,SPSV_04034,2024-08-18,Follow-Up,Fail,Safety,Yes
INSP_009788,SPSV_04844,2024-11-11,Routine,Pass,None,No
INSP_009789,SPSV_02294,2023-02-28,Follow-Up,Pass,None,No
INSP_009790,SPSV_02821,2022-04-01,Targeted,Pass,None,No
INSP_009791,SPSV_04949,2022-09-04,Follow-Up,Pass,None,No
INSP_009792,SPSV_04912,2022-11-19,Routine,Pass,None,No
INSP_009793,SPSV_04392,2022-12-16,Routine,Fail,Safety,Yes
INSP_009794,SPSV_02116,2022-07-08,Targeted,Fail,Safety,Yes
INSP_009795,SPSV_00864,2024-12-28,Follow-Up,Fail,Accessibility,Yes
INSP_009796,SPSV_04068,2024-11-14,Routine,Pass,None,No
INSP_009797,SPSV_00056,2023-10-13,Targeted,Pass,None,No
INSP_009798,SPSV_03972,2024-06-03,Routine,Pass,None,No
INSP_009799,SPSV_02685,2022-10-28,Complaint-Led,Pass,None,No
INSP_009800,SPSV_01441,2022-02-15,Follow-Up,Pass,None,No
INSP_009801,SPSV_01810,2024-02-08,Routine,Pass,None,No
INSP_009802,SPSV_04224,2025-01-31,Routine,Pass,None,No
INSP_009803,SPSV_00061,2022-04-15,Follow-Up,Fail,Documentation,Yes
INSP_009804,SPSV_03408,2025-12-21,Routine,Pass,None,No
INSP_009805,SPSV_00388,2022-01-03,Complaint-Led,Fail,Insurance,Yes
INSP_009806,SPSV_04767,2022-11-02,Routine,Pass,None,No
INSP_009807,SPSV_04896,2025-10-18,Follow-Up,Pass,None,No
INSP_009808,SPSV_00664,2024-09-17,Routine,Pass,None,No
INSP_009809,SPSV_01628,2024-03-04,Routine,Pass,None,No
INSP_009810,SPSV_01227,2024-11-13,Complaint-Led,Fail,Accessibility,No
INSP_009811,SPSV_02248,2024-06-23,Targeted,Fail,Documentation,No
INSP_009812,SPSV_02753,2022-01-25,Routine,Pass,None,No
INSP_009813,SPSV_01910,2023-12-29,Targeted,Pass,None,No
INSP_009814,SPSV_02946,2023-12-14,Routine,Pass,None,No
INSP_009815,SPSV_02684,2022-04-26,Targeted,Pass,None,No
INSP_009816,SPSV_02003,2024-07-16,Routine,Pass,None,No
INSP_009817,SPSV_01525,2024-09-04,Routine,Pass,None,No
INSP_009818,SPSV_03711,2025-11-10,Routine,Pass,None,No
INSP_009819,SPSV_02457,2022-09-24,Routine,Pass,None,No
INSP_009820,SPSV_00565,2024-07-14,Routine,Fail,Safety,Yes
INSP_009821,SPSV_01417,2022-09-18,Follow-Up,Pass,None,No
INSP_009822,SPSV_04266,2024-09-21,Follow-Up,Pass,None,No
INSP_009823,SPSV_00244,2022-02-14,Routine,Pass,None,No
INSP_009824,SPSV_03868,2025-10-17,Routine,Pass,None,No
INSP_009825,SPSV_04005,2025-04-10,Follow-Up,Pass,None,No
INSP_009826,SPSV_02985,2023-08-26,Follow-Up,Pass,None,No
INSP_009827,SPSV_02123,2022-12-30,Routine,Pass,None,No
INSP_009828,SPSV_01529,2024-10-11,Routine,Pass,None,No
INSP_009829,SPSV_00370,2024-08-27,Targeted,Pass,None,No
INSP_009830,SPSV_03285,2024-07-22,Follow-Up,Fail,other,Yes
INSP_009831,SPSV_02174,2022-02-03,Targeted,Fail,Documentation,Yes
INSP_009832,SPSV_01176,2023-03-11,Routine,Pass,None,No
INSP_009833,SPSV_03649,2022-03-18,Routine,Pass,None,No
INSP_009834,SPSV_02164,2023-05-04,Routine,Fail,Other,Yes
INSP_009835,SPSV_03594,2023-12-08,Routine,Pass,None,No
INSP_009836,SPSV_04956,2022-06-17,Follow-Up,Fail,Documentation,No
INSP_009837,SPSV_02623,2023-04-11,Routine,Fail,Accessibility,Yes
INSP_009838,SPSV_01622,2024-08-22,Targeted,Pass,None,No
INSP_009839,SPSV_04289,2022-03-10,Routine,Pass,None,No
INSP_009840,SPSV_00355,2023-08-16,Routine,Pass,None,No
INSP_009841,SPSV_00058,2023-03-03,Routine,Pass,None,No
INSP_009842,SPSV_03374,2023-09-13,Targeted,Pass,None,No
INSP_009843,SPSV_03356,2022-07-07,Complaint-Led,Fail,Accessibility,No
INSP_009844,SPSV_04216,2025-10-23,Targeted,Fail,Insurance,No
INSP_009845,SPSV_02256,2025-08-20,Routine,Pass,None,No
INSP_009846,SPSV_00827,2025-12-27,Complaint-Led,Pass,None,No
INSP_009847,SPSV_00772,2025-03-11,Routine,Pass,None,No
INSP_009848,SPSV_00681,2022-09-02,Routine,Pass,None,No
INSP_009849,SPSV_00572,2023-06-02,Targeted,Fail,Safety,No
INSP_009850,SPSV_01342,2024-01-18,Complaint-Led,Fail,Accessibility,No
INSP_009851,SPSV_03595,2025-05-19,Follow-Up,Pass,None,No
INSP_009852,SPSV_02580,2025-09-05,Routine,Pass,None,No
INSP_009853,SPSV_04231,2023-12-18,Routine,Pass,None,No
INSP_009854,SPSV_00351,2022-11-15,Routine,Pass,None,No
INSP_009855,SPSV_04670,2023-08-09,Targeted,Fail,Insurance,Yes
INSP_009856,SPSV_02692,2025-11-17,Routine,Pass,None,No
INSP_009857,SPSV_04296,2024-06-14,Follow-Up,Pass,None,No
INSP_009858,SPSV_03321,2023-12-22,Targeted,Fail,Insurance,Yes
INSP_009859,SPSV_02902,2022-07-18,Routine,Pass,None,No
INSP_009860,SPSV_01881,2023-03-29,Routine,Fail,Other,No
INSP_009861,SPSV_01013,2024-02-05,Routine,Pass,None,No
INSP_009862,SPSV_02138,2024-04-04,Routine,Pass,None,No
INSP_009863,SPSV_01816,2022-05-28,Routine,Pass,None,No
INSP_009864,SPSV_04399,2022-05-17,Targeted,Fail,Accessibility,Yes
INSP_009865,SPSV_04421,2024-12-07,Routine,Pass,None,No
INSP_009866,SPSV_04879,2025-03-11,Follow-Up,Pass,None,No
INSP_009867,SPSV_01951,2025-04-06,Follow-Up,Pass,None,No
INSP_009868,SPSV_01754,2022-01-15,Routine,Pass,None,No
INSP_009869,SPSV_03716,2025-05-12,Routine,Pass,None,No
INSP_009870,SPSV_01196,2024-08-28,Routine,Pass,None,No
INSP_009871,SPSV_00626,2023-10-07,Routine,Pass,None,No
INSP_009872,SPSV_00445,2022-08-31,Targeted,Pass,None,No
INSP_009873,SPSV_00083,2023-05-12,Targeted,Pass,None,No
INSP_009874,SPSV_00154,2024-04-04,Targeted,Fail,Insurance,No
INSP_009875,SPSV_00434,2025-06-29,Routine,Pass,None,No
INSP_009876,SPSV_04513,2022-10-27,Routine,Pass,None,No
INSP_009877,SPSV_03769,2025-06-22,Routine,Pass,None,No
INSP_009878,SPSV_01880,2022-02-15,Routine,Pass,None,No
INSP_009879,SPSV_04258,2023-08-01,Routine,Pass,None,No
