Complaint_ID,Licence_ID,Complaint_Type,Date_Received,Resolved,Days_To_Resolution,Escalated
CMP_008968,SPSV_00450,Overcharging,2022-09-06,Yes,5.0,No
CMP_008969,SPSV_01135,Vehicle Safety,2024-02-14,Yes,30.0,No
CMP_008970,SPSV_00114,Accessibility,2022-03-19,Yes,7.0,No
CMP_008971,SPSV_04397,Conduct,2023-12-30,Yes,NA,No
CMP_008972,SPSV_00226,Conduct,2023-05-21,Yes,16.0,No
CMP_008973,SPSV_01576,Refusal of Hire,2022-04-29,Yes,25.0,Yes
CMP_008974,SPSV_03680,Accessibility,2022-02-19,No,,Yes
CMP_008975,SPSV_01064,No Show,2023-05-19,Yes,10.0,No
CMP_008976,SPSV_01963,Accessibility,2024-09-11,No,,Yes
CMP_008977,SPSV_04047,Accessibility,2024-10-18,Yes,9.0,No
CMP_008978,SPSV_04247,Overcharging,2023-10-16,Yes,61.0,No
CMP_008979,SPSV_04109,Accessibility,2022-07-10,Yes,10.0,No
CMP_008980,SPSV_04790,Other,2025-09-29,No,,No
CMP_008981,SPSV_00898,Other,2025-06-26,Yes,8.0,No
CMP_008982,SPSV_04360,Other,2023-04-03,Yes,16.0,No
CMP_008983,SPSV_04863,No Show,2024-07-28,Yes,83.0,No
CMP_008984,SPSV_01116,Vehicle Safety,2024-07-14,Yes,29.0,No
CMP_008985,SPSV_04898,Accessibility,2023-08-19,Yes,39.0,No
CMP_008986,SPSV_03721,No Show,2022-01-07,Yes,10.0,No
CMP_008987,SPSV_02073,Conduct,2025-06-21,No,,No
CMP_008988,SPSV_04975,Other,2025-11-18,Yes,31.0,No
CMP_008989,SPSV_00001,Refusal of Hire,2025-08-13,Yes,7.0,No
CMP_008990,SPSV_01448,Other,2022-03-07,No,,No
CMP_008991,SPSV_00657,Other,2023-10-19,Yes,6.0,No
CMP_008992,SPSV_02172,No Show,2022-06-12,Yes,18.0,No
CMP_008993,SPSV_00138,Conduct,2024-10-28,Yes,12.0,No
CMP_008994,SPSV_02082,Overcharging,2024-06-10,No,,No
CMP_008995,SPSV_01803,Conduct,2023-05-04,Yes,9.0,No
CMP_008996,SPSV_00663,Vehicle Safety,2022-10-17,Yes,17.0,No
CMP_008997,SPSV_01787,Refusal of Hire,2023-02-27,No,,No
CMP_008998,SPSV_01031,Accessibility,2023-11-30,No,,Yes
CMP_008999,SPSV_04709,Conduct,2025-10-18,Yes,30.0,No
CMP_009000,SPSV_00758,Refusal of Hire,2023-03-21,Yes,17.0,No
CMP_009001,SPSV_00634,Overcharging,2022-10-16,No,,No
CMP_009002,SPSV_00708,No Show,2022-12-24,Yes,19.0,No
CMP_009003,SPSV_04108,Overcharging,2024-08-29,No,,No
CMP_009004,SPSV_04733,No Show,2025-08-12,No,,Yes
CMP_009005,SPSV_03848,Accessibility,2022-08-29,Yes,8.0,No
CMP_009006,SPSV_03272,Other,2023-12-22,Yes,7.0,No
CMP_009007,SPSV_04810,Other,2025-06-21,No,,Yes
CMP_009008,SPSV_02226,Overcharging,2022-07-11,Yes,10.0,No
CMP_009009,SPSV_01951,Conduct,2025-06-20,No,,No
CMP_009010,SPSV_02235,Conduct,2025-03-16,Yes,6.0,No
CMP_009011,SPSV_02067,Conduct,2025-10-02,Yes,10.0,No
CMP_009012,SPSV_00050,Conduct,2025-05-20,Yes,12.0,No
CMP_009013,SPSV_02507,Refusal of Hire,2025-07-24,Yes,7.0,No
CMP_009014,SPSV_03789,Conduct,2024-03-24,Yes,10.0,No
CMP_009015,SPSV_02876,Conduct,2024-03-26,Yes,43.0,No
CMP_009016,SPSV_03897,Overcharging,2024-08-09,Yes,9.0,No
CMP_009017,SPSV_01721,Other,2022-01-06,Yes,20.0,No
CMP_009018,SPSV_01480,Overcharging,2022-06-09,Yes,12.0,No
CMP_009019,SPSV_03845,Overcharging,2023-03-19,No,,No
CMP_009020,SPSV_01846,No Show,2022-12-13,No,,Yes
CMP_009021,SPSV_03385,Conduct,2024-12-24,Yes,33.0,No
CMP_009022,SPSV_00059,Refusal of Hire,2022-10-11,Yes,24.0,No
CMP_009023,SPSV_03588,Vehicle Safety,2023-09-06,Yes,14.0,No
CMP_009024,SPSV_03680,Conduct,2024-01-06,No,,Yes
CMP_009025,SPSV_00492,Vehicle Safety,2023-04-08,No,,No
CMP_009026,SPSV_00900,Conduct,2024-05-12,Yes,18.0,No
CMP_009027,SPSV_03076,Vehicle Safety,2023-11-21,Yes,9.0,No
CMP_009028,SPSV_04272,Conduct,2022-12-20,Yes,11.0,No
CMP_009029,SPSV_02844,Other,2023-02-10,No,,No
CMP_009030,SPSV_00621,Other,2023-06-30,No,,No
CMP_009031,SPSV_02972,Conduct,2023-07-02,Yes,28.0,No
CMP_009032,SPSV_02690,Overcharging,2024-10-07,No,,No
CMP_009033,SPSV_01034,Overcharging,2025-06-09,No,,No
CMP_009034,SPSV_01467,Refusal of Hire,2022-05-05,Yes,4.0,No
CMP_009035,SPSV_01359,Conduct,2024-11-16,Yes,7.0,No
CMP_009036,SPSV_01148,Refusal of Hire,2022-09-18,Yes,8.0,No
CMP_009037,SPSV_03614,Refusal of Hire,2024-04-27,Yes,5.0,No
CMP_009038,SPSV_02577,Conduct,2023-04-11,Yes,11.0,Yes
CMP_009039,SPSV_02883,Accessibility,2024-12-13,No,,Yes
CMP_009040,SPSV_01300,Accessibility,2023-11-19,No,,No
CMP_009041,SPSV_01885,Conduct,2022-01-16,No,,Yes
CMP_009042,SPSV_00986,No Show,2022-09-29,yes,30.0,No
CMP_009043,SPSV_03561,Vehicle Safety,2022-05-12,Yes,16.0,No
CMP_009044,SPSV_01108,Other,2024-02-13,Yes,17.0,No
CMP_009045,SPSV_01680,Conduct,2022-05-27,No,,No
CMP_009046,SPSV_01067,Other,2024-07-30,Yes,13.0,No
CMP_009047,SPSV_04242,No Show,2023-06-09,Yes,25.0,No
CMP_009048,SPSV_01784,Accessibility,2022-05-23,No,,Yes
CMP_009049,SPSV_04960,Overcharging,2024-02-23,Yes,17.0,No
CMP_009050,SPSV_04783,Overcharging,2023-02-19,Yes,11.0,No
CMP_009051,SPSV_02831,Conduct,2024-01-19,Yes,9.0,No
CMP_009052,SPSV_03359,Refusal of Hire,2025-05-23,Yes,15.0,No
CMP_009053,SPSV_00683,Vehicle Safety,2023-11-29,No,,No
CMP_009054,SPSV_02476,Accessibility,2022-03-21,Yes,22.0,No
CMP_009055,SPSV_02003,Vehicle Safety,2025-11-16,Yes,7.0,No
CMP_009056,SPSV_00032,Overcharging,2024-07-04,Yes,26.0,No
CMP_009057,SPSV_00848,Conduct,2022-11-30,No,,No
CMP_009058,SPSV_00144,Accessibility,2022-05-06,Yes,12.0,No
CMP_009059,SPSV_03712,Conduct,2022-11-24,Yes,20.0,No
CMP_009060,SPSV_01003,Conduct,2022-11-13,Yes,9.0,No
CMP_009061,SPSV_02333,Overcharging,2024-04-23,Yes,7.0,No
CMP_009062,SPSV_04189,No Show,2024-06-24,Yes,41.0,No
CMP_009063,SPSV_02210,Conduct,2024-06-23,No,,No
CMP_009064,SPSV_04827,Conduct,2025-04-16,No,,No
CMP_009065,SPSV_01897,Other,2025-05-22,Yes,15.0,No
CMP_009066,SPSV_03353,Overcharging,2023-04-08,Yes,7.0,No
CMP_009067,SPSV_01360,No Show,2025-12-14,Yes,10.0,No
CMP_009068,SPSV_02200,Accessibility,2023-03-27,No,,No
CMP_009069,SPSV_03335,Conduct,2022-12-26,Yes,16.0,No
CMP_009070,SPSV_03430,Conduct,2025-12-26,Yes,14.0,No
CMP_009071,SPSV_00544,Other,2024-04-20,Yes,NA,No
CMP_009072,SPSV_04250,Refusal of Hire,2025-02-24,Yes,12.0,No
CMP_009073,SPSV_02782,Accessibility,2025-02-08,Yes,13.0,No
CMP_009074,SPSV_00196,Conduct,2025-05-11,No,,Yes
CMP_009075,SPSV_02194,Other,2023-02-04,No,,Yes
CMP_009076,SPSV_04133,No Show,2024-10-13,Yes,31.0,No
CMP_009077,SPSV_02804,Overcharging,2024-02-09,Yes,14.0,No
CMP_009078,SPSV_00402,No Show,2025-02-11,No,,No
CMP_009079,SPSV_03266,No Show,2025-10-12,Yes,15.0,No
CMP_009080,SPSV_00476,Other,2022-08-23,Yes,7.0,Yes
CMP_009081,SPSV_03064,Overcharging,2025-08-08,Yes,18.0,No
CMP_009082,SPSV_03477,Overcharging,2023-08-04,Yes,20.0,No
CMP_009083,SPSV_01449,Other,2023-10-17,Yes,5.0,No
CMP_009084,SPSV_04504,Overcharging,2022-05-29,Yes,23.0,No
CMP_009085,SPSV_01185,No Show,2022-03-07,No,,No
CMP_009086,SPSV_01239,Refusal of Hire,2024-08-28,Yes,17.0,No
CMP_009087,SPSV_01039,Conduct,2024-11-23,Yes,29.0,No
CMP_009088,SPSV_03627,Conduct,2023-03-05,Yes,13.0,No
CMP_009089,SPSV_00514,Overcharging,2024-05-09,Yes,12.0,No
CMP_009090,SPSV_01146,Overcharging,2023-01-02,Yes,25.0,No
CMP_009091,SPSV_01142,Vehicle Safety,2023-07-11,Yes,12.0,No
CMP_009092,SPSV_01430,Refusal of Hire,2023-10-06,No,,Yes
CMP_009093,SPSV_01223,Accessibility,2025-10-26,Yes,9.0,No
CMP_009094,SPSV_03239,Vehicle Safety,2025-01-22,No,,No
CMP_009095,SPSV_01550,Vehicle Safety,2023-04-19,Yes,10.0,No
CMP_009096,SPSV_01215,Vehicle Safety,2025-11-21,Yes,13.0,No
CMP_009097,SPSV_03027,Accessibility,2023-11-07,Yes,14.0,No
CMP_009098,SPSV_04347,Overcharging,2024-06-27,Yes,88.0,No
CMP_009099,SPSV_02278,No Show,2023-01-26,Yes,35.0,No
CMP_009100,SPSV_00996,Overcharging,2023-11-03,Yes,20.0,No
CMP_009101,SPSV_02666,Conduct,2025-01-02,yes,10.0,No
CMP_009102,SPSV_01369,Accessibility,2024-04-11,Yes,13.0,No
CMP_009103,SPSV_01611,Refusal of Hire,2022-09-26,Yes,26.0,No
CMP_009104,SPSV_05000,Conduct,2025-08-22,Yes,11.0,No
CMP_009105,SPSV_01960,Conduct,2022-03-10,Yes,5.0,No
CMP_009106,SPSV_01705,Vehicle Safety,2025-09-03,Yes,20.0,No
CMP_009107,SPSV_00550,Conduct,2022-11-27,No,,No
CMP_009108,SPSV_03041,No Show,2024-04-13,Yes,12.0,No
CMP_009109,SPSV_00269,No Show,2025-01-13,Yes,23.0,No
CMP_009110,SPSV_02932,Accessibility,2023-06-23,No,,No
CMP_009111,SPSV_04705,Conduct,2023-03-24,Yes,14.0,No
CMP_009112,SPSV_00555,Conduct,2022-07-04,Yes,18.0,No
CMP_009113,SPSV_00544,Vehicle Safety,2024-09-11,Yes,16.0,No
CMP_009114,SPSV_01794,Accessibility,2022-12-27,Yes,6.0,No
CMP_009115,SPSV_02494,Overcharging,2022-08-03,Yes,NA,No
CMP_009116,SPSV_01459,Conduct,2024-06-09,No,,Yes
CMP_009117,SPSV_01572,Refusal of Hire,2023-05-16,Yes,15.0,No
CMP_009118,SPSV_04872,Overcharging,2023-11-12,No,,No
CMP_009119,SPSV_02748,Other,2025-10-01,Yes,6.0,Yes
CMP_009120,SPSV_04309,Vehicle Safety,2025-11-21,No,,Yes
CMP_009121,SPSV_04403,Conduct,2022-01-07,Yes,27.0,No
CMP_009122,SPSV_02593,Overcharging,2025-11-14,Yes,51.0,No
CMP_009123,SPSV_02313,Accessibility,2024-07-26,Yes,32.0,No
CMP_009124,SPSV_00400,Vehicle Safety,2022-01-28,Yes,9.0,No
CMP_009125,SPSV_01251,Vehicle Safety,2023-04-11,Yes,14.0,No
CMP_009126,SPSV_02317,Refusal of Hire,2025-09-29,Yes,33.0,No
CMP_009127,SPSV_03865,Accessibility,2023-01-03,Yes,60.0,No
CMP_009128,SPSV_04863,No Show,2025-09-21,No,,Yes
CMP_009129,SPSV_01913,Refusal of Hire,2022-08-11,No,,Yes
CMP_009130,SPSV_00842,Overcharging,2025-09-07,Yes,69.0,No
CMP_009131,SPSV_04473,Overcharging,2022-02-18,No,,No
CMP_009132,SPSV_03154,Overcharging,2022-05-12,Yes,3.0,No
CMP_009133,SPSV_04445,Overcharging,2025-04-24,Yes,31.0,No
CMP_009134,SPSV_00683,Vehicle Safety,2024-03-19,Yes,56.0,No
CMP_009135,SPSV_01397,Overcharging,2025-08-21,No,,No
CMP_009136,SPSV_00105,Refusal of Hire,2022-05-23,Yes,22.0,No
CMP_009137,SPSV_01750,Accessibility,2022-04-21,No,,Yes
CMP_009138,SPSV_02139,Vehicle Safety,2023-06-22,No,,No
CMP_009139,SPSV_03447,Overcharging,2023-07-29,Yes,10.0,No
CMP_009140,SPSV_03078,Vehicle Safety,2024-08-13,Yes,6.0,No
CMP_009141,SPSV_03874,Conduct,2024-12-10,No,,No
CMP_009142,SPSV_03075,Accessibility,2023-07-14,Yes,21.0,No
CMP_009143,SPSV_01224,Conduct,2024-11-12,No,,No
CMP_009144,SPSV_03273,Overcharging,2022-12-28,Yes,42.0,No
CMP_009145,SPSV_04156,Accessibility,2023-02-04,Yes,15.0,No
CMP_009146,SPSV_00458,Conduct,2022-12-16,No,,No
CMP_009147,SPSV_02869,Vehicle Safety,2023-10-03,Yes,12.0,No
CMP_009148,SPSV_03000,Overcharging,2023-05-04,Yes,8.0,No
CMP_009149,SPSV_02166,Other,2025-04-08,Yes,6.0,No
CMP_009150,SPSV_02696,Refusal of Hire,2023-06-16,Yes,27.0,No
CMP_009151,SPSV_04455,Vehicle Safety,2022-04-15,No,,No
CMP_009152,SPSV_00572,Refusal of Hire,2022-03-20,No,,Yes
CMP_009153,SPSV_02850,Overcharging,2024-12-16,No,,No
CMP_009154,SPSV_04008,Overcharging,2022-04-07,No,,No
CMP_009155,SPSV_04048,Conduct,2025-12-02,Yes,27.0,No
CMP_009156,SPSV_03552,Refusal of Hire,2024-02-15,Yes,13.0,No
CMP_009157,SPSV_03980,Vehicle Safety,2025-10-30,Yes,13.0,No
CMP_009158,SPSV_01530,Conduct,2025-02-05,No,,Yes
CMP_009159,SPSV_01052,Overcharging,2024-05-18,No,,No
CMP_009160,SPSV_01328,Conduct,2025-04-03,Yes,28.0,No
CMP_009161,SPSV_04129,Accessibility,2023-07-23,Yes,8.0,No
CMP_009162,SPSV_03846,Accessibility,2023-11-12,Yes,17.0,No
CMP_009163,SPSV_00835,Overcharging,2025-03-21,Yes,4.0,No
CMP_009164,SPSV_00241,No Show,2023-11-28,No,,No
CMP_009165,SPSV_00684,Vehicle Safety,2023-04-30,No,,Yes
CMP_009166,SPSV_03006,Overcharging,2025-01-03,No,,Yes
CMP_009167,SPSV_01659,Accessibility,2022-08-24,Yes,NA,No
CMP_009168,SPSV_01898,Refusal of Hire,2023-04-23,Yes,9.0,No
CMP_009169,SPSV_03812,Other,2022-09-08,No,,Yes
CMP_009170,SPSV_01797,Refusal of Hire,2023-06-14,Yes,11.0,No
CMP_009171,SPSV_04277,Overcharging,2025-05-03,No,,Yes
CMP_009172,SPSV_00507,Conduct,2025-01-13,Yes,22.0,No
CMP_009173,SPSV_04151,Other,2024-12-13,No,,No
CMP_009174,SPSV_00988,Vehicle Safety,2025-08-08,No,,No
CMP_009175,SPSV_00601,Overcharging,2022-06-26,Yes,4.0,No
CMP_009176,SPSV_03694,Overcharging,2022-01-12,Yes,15.0,No
CMP_009177,SPSV_01122,Overcharging,2025-05-07,No,,Yes
CMP_009178,SPSV_01817,Accessibility,2022-06-09,Yes,12.0,No
CMP_009179,SPSV_02191,Overcharging,2023-09-16,Yes,29.0,No
CMP_009180,SPSV_03747,Other,2024-09-29,No,,No
CMP_009181,SPSV_04096,Vehicle Safety,2022-05-06,Yes,10.0,No
CMP_009182,SPSV_01321,Refusal of Hire,2024-11-29,Yes,43.0,No
CMP_009183,SPSV_04372,Overcharging,2024-02-11,Yes,24.0,No
CMP_009184,SPSV_00762,Overcharging,2024-04-29,Yes,13.0,No
CMP_009185,SPSV_04728,Overcharging,2022-12-30,Yes,15.0,No
CMP_009186,SPSV_03111,Accessibility,2024-12-23,No,,No
CMP_009187,SPSV_00652,Overcharging,2022-01-30,Yes,NA,No
CMP_009188,SPSV_02766,Overcharging,2022-09-05,Yes,13.0,No
CMP_009189,SPSV_01433,Other,2025-02-13,Yes,8.0,No
CMP_009190,SPSV_02191,Other,2025-03-11,Yes,11.0,No
CMP_009191,SPSV_01496,Vehicle Safety,2022-08-01,Yes,14.0,No
CMP_009192,SPSV_04865,Overcharging,2023-11-15,Yes,5.0,No
CMP_009193,SPSV_04154,Refusal of Hire,2024-02-16,Yes,49.0,No
CMP_009194,SPSV_01892,Conduct,2023-12-04,No,,No
CMP_009195,SPSV_01993,Overcharging,2025-06-15,Yes,16.0,No
CMP_009196,SPSV_03365,Vehicle Safety,2023-08-27,Yes,12.0,No
CMP_009197,SPSV_00101,Refusal of Hire,2022-07-25,Yes,12.0,No
CMP_009198,SPSV_03539,Conduct,2023-08-19,No,,No
CMP_009199,SPSV_04528,Conduct,2024-03-28,Yes,41.0,No
CMP_009200,SPSV_02198,Other,2022-06-20,No,,No
CMP_009201,SPSV_01915,Conduct,2024-09-26,Yes,38.0,No
CMP_009202,SPSV_04302,Accessibility,2025-01-10,Yes,3.0,No
CMP_009203,SPSV_01838,Conduct,2022-04-14,No,,Yes
CMP_009204,SPSV_01109,No Show,2024-01-22,No,,Yes
CMP_009205,SPSV_00135,Overcharging,2025-12-24,Yes,16.0,No
CMP_009206,SPSV_02565,Other,2023-01-12,Yes,15.0,No
CMP_009207,SPSV_02114,Accessibility,2023-08-25,Yes,2.0,No
CMP_009208,SPSV_04433,Vehicle Safety,2022-08-17,Yes,13.0,No
CMP_009209,SPSV_00799,Conduct,2022-10-06,Yes,12.0,No
CMP_009210,SPSV_02768,No Show,2022-08-02,No,,No
CMP_009211,SPSV_03714,Refusal of Hire,2025-07-04,No,,Yes
CMP_009212,SPSV_01537,Refusal of Hire,2025-08-06,Yes,11.0,No
CMP_009213,SPSV_01066,Vehicle Safety,2025-03-07,Yes,11.0,No
CMP_009214,SPSV_01365,No Show,2024-08-07,No,,No
CMP_009215,SPSV_00963,No Show,2022-03-24,Yes,16.0,No
CMP_009216,SPSV_01705,Accessibility,2023-07-11,No,,Yes
CMP_009217,SPSV_04080,Refusal of Hire,2022-11-04,Yes,29.0,No
CMP_009218,SPSV_04108,Vehicle Safety,2025-04-08,Yes,13.0,No
CMP_009219,SPSV_00163,No Show,2022-07-22,Yes,11.0,No
CMP_009220,SPSV_04113,Accessibility,2025-09-30,No,,Yes
CMP_009221,SPSV_04316,Conduct,2023-10-14,No,,No
CMP_009222,SPSV_04825,Overcharging,2022-01-13,No,,No
CMP_009223,SPSV_03892,Other,2024-06-15,No,,No
CMP_009224,SPSV_01747,Other,2024-09-12,Yes,20.0,No
CMP_009225,SPSV_02239,Conduct,2025-12-18,Yes,8.0,No
CMP_009226,SPSV_01991,Accessibility,2023-07-12,Yes,15.0,No
CMP_009227,SPSV_00263,Overcharging,2022-07-24,Yes,13.0,No
CMP_009228,SPSV_00608,Overcharging,2025-01-24,Yes,42.0,No
CMP_009229,SPSV_03479,Other,2022-12-24,No,,Yes
CMP_009230,SPSV_02763,Other,2023-09-04,Yes,10.0,No
CMP_009231,SPSV_01075,Conduct,2022-01-31,Yes,9.0,No
CMP_009232,SPSV_02102,Vehicle Safety,2023-03-28,Yes,8.0,No
CMP_009233,SPSV_02441,Overcharging,2022-03-28,Yes,34.0,No
CMP_009234,SPSV_04259,Conduct,2025-10-09,No,,Yes
CMP_009235,SPSV_03158,Refusal of Hire,2025-11-15,Yes,10.0,No
CMP_009236,SPSV_03320,Overcharging,2024-06-26,No,,Yes
CMP_009237,SPSV_03063,Vehicle Safety,2022-10-30,Yes,20.0,No
CMP_009238,SPSV_04831,Other,2023-03-12,Yes,16.0,No
CMP_009239,SPSV_04563,No Show,2024-10-01,No,,No
CMP_009240,SPSV_03927,Conduct,2023-12-03,Yes,25.0,No
CMP_009241,SPSV_01691,Conduct,2022-01-09,No,,No
CMP_009242,SPSV_00216,Refusal of Hire,2024-03-18,No,,No
CMP_009243,SPSV_02719,Conduct,2024-11-07,Yes,10.0,No
CMP_009244,SPSV_04102,Vehicle Safety,2024-11-10,No,,No
CMP_009245,SPSV_04919,Conduct,2023-11-07,Yes,16.0,No
CMP_009246,SPSV_03779,Vehicle Safety,2023-06-11,No,,Yes
CMP_009247,SPSV_00061,Conduct,2022-06-05,Yes,12.0,No
CMP_009248,SPSV_03519,No Show,2022-11-22,Yes,72.0,No
CMP_009249,SPSV_03100,No Show,2023-08-07,No,,No
CMP_009250,SPSV_00267,Conduct,2022-05-07,Yes,6.0,No
CMP_009251,SPSV_01617,Overcharging,2023-11-24,Yes,33.0,No
CMP_009252,SPSV_03195,Accessibility,2024-03-28,Yes,17.0,No
CMP_009253,SPSV_02776,Accessibility,2025-12-25,No,,Yes
CMP_009254,SPSV_02960,Overcharging,2025-11-27,Yes,31.0,No
CMP_009255,SPSV_01791,Conduct,2022-12-21,Yes,6.0,No
CMP_009256,SPSV_03228,Other,2024-04-30,No,,Yes
CMP_009257,SPSV_01069,No Show,2025-01-25,No,,No
CMP_009258,SPSV_02771,Conduct,2022-01-19,Yes,43.0,No
CMP_009259,SPSV_03163,Overcharging,2023-11-29,Yes,18.0,No
CMP_009260,SPSV_01553,Overcharging,2022-03-22,Yes,14.0,No
CMP_009261,SPSV_01940,Other,2022-02-03,Yes,9.0,No
CMP_009262,SPSV_02897,Refusal of Hire,2022-03-16,Yes,8.0,No
CMP_009263,SPSV_02111,Overcharging,2022-07-23,No,,Yes
CMP_009264,SPSV_02972,Overcharging,2023-03-26,Yes,13.0,No
CMP_009265,SPSV_03617,Accessibility,2022-07-11,Yes,13.0,Yes
CMP_009266,SPSV_03128,Other,2024-03-28,No,,Yes
CMP_009267,SPSV_04297,Overcharging,2022-12-27,Yes,15.0,No
CMP_009268,SPSV_04238,No Show,2022-03-22,No,,Yes
CMP_009269,SPSV_04697,Conduct,2023-03-25,Yes,27.0,No
CMP_009270,SPSV_00703,Conduct,2023-10-20,No,,No
CMP_009271,SPSV_03285,Overcharging,2023-06-29,No,,No
CMP_009272,SPSV_02484,Conduct,2023-02-18,Yes,5.0,No
CMP_009273,SPSV_00012,Other,2024-12-12,Yes,2.0,No
CMP_009274,SPSV_02561,Other,2024-06-23,Yes,11.0,No
CMP_009275,SPSV_01021,Vehicle Safety,2022-10-30,Yes,22.0,No
CMP_009276,SPSV_03033,Refusal of Hire,2024-01-13,Yes,7.0,No
CMP_009277,SPSV_04890,Other,2023-04-18,Yes,13.0,No
CMP_009278,SPSV_02749,Refusal of Hire,2022-03-02,No,,No
CMP_009279,SPSV_04390,Accessibility,2023-10-10,No,,No
CMP_009280,SPSV_04356,Vehicle Safety,2022-04-27,Yes,41.0,Yes
CMP_009281,SPSV_00905,Conduct,2023-01-24,No,,Yes
CMP_009282,SPSV_03387,Conduct,2023-07-23,No,,No
CMP_009283,SPSV_03430,Other,2024-06-07,No,,Yes
CMP_009284,SPSV_01750,Vehicle Safety,2025-05-27,Yes,14.0,No
CMP_009285,SPSV_01101,Other,2023-06-27,Yes,16.0,No
CMP_009286,SPSV_03718,Refusal of Hire,2022-06-09,No,,No
CMP_009287,SPSV_04224,No Show,2023-09-16,Yes,10.0,No
CMP_009288,SPSV_02281,Other,2023-04-25,No,,No
CMP_009289,SPSV_01111,Other,2023-07-10,No,,No
CMP_009290,SPSV_01582,Other,2024-11-11,No,,No
CMP_009291,SPSV_00953,Refusal of Hire,2022-05-03,No,,No
CMP_009292,SPSV_03415,No Show,2025-11-28,Yes,19.0,No
CMP_009293,SPSV_00324,Refusal of Hire,2023-10-04,Yes,22.0,No
CMP_009294,SPSV_01951,Overcharging,2023-10-10,Yes,19.0,No
CMP_009295,SPSV_01318,Refusal of Hire,2023-09-04,No,,No
CMP_009296,SPSV_03692,Other,2025-03-22,Yes,14.0,No
CMP_009297,SPSV_02551,Overcharging,2024-06-10,Yes,14.0,No
CMP_009298,SPSV_01625,Overcharging,2022-10-03,Yes,38.0,No
CMP_009299,SPSV_00662,Refusal of Hire,2022-12-01,Yes,8.0,No
CMP_009300,SPSV_04028,Overcharging,2024-07-11,Yes,3.0,No
CMP_009301,SPSV_03403,Overcharging,2025-06-25,No,,Yes
CMP_009302,SPSV_02618,Overcharging,2023-05-04,Yes,10.0,No
CMP_009303,SPSV_03912,Accessibility,2025-09-18,Yes,18.0,No
CMP_009304,SPSV_02058,Accessibility,2024-05-03,No,,No
CMP_009305,SPSV_04043,No Show,2022-02-20,No,,No
CMP_009306,SPSV_02400,Conduct,2025-02-16,Yes,10.0,No
CMP_009307,SPSV_03152,Refusal of Hire,2025-01-13,Yes,27.0,No
CMP_009308,SPSV_00953,Conduct,2025-10-21,No,,Yes
CMP_009309,SPSV_02900,Vehicle Safety,2022-11-21,Yes,52.0,No
CMP_009310,SPSV_01176,Accessibility,2025-11-24,No,,No
CMP_009311,SPSV_03246,Overcharging,2025-11-26,Yes,6.0,No
CMP_009312,SPSV_01858,No Show,2024-11-16,Yes,15.0,No
CMP_009313,SPSV_00035,Other,2023-03-05,No,,No
CMP_009314,SPSV_01510,Other,2022-07-29,No,,No
CMP_009315,SPSV_01379,Refusal of Hire,2023-12-31,No,,No
CMP_009316,SPSV_03460,Overcharging,2023-06-25,No,,Yes
CMP_009317,SPSV_04836,Other,2024-10-02,Yes,31.0,No
CMP_009318,SPSV_04921,Overcharging,2022-12-23,Yes,13.0,No
CMP_009319,SPSV_01727,Vehicle Safety,2023-09-12,No,,Yes
CMP_009320,SPSV_00430,Conduct,2025-11-14,Yes,8.0,No
CMP_009321,SPSV_04233,Other,2025-11-06,No,,No
CMP_009322,SPSV_02778,Vehicle Safety,2025-11-12,Yes,6.0,No
CMP_009323,SPSV_04088,Conduct,2023-11-19,No,,Yes
CMP_009324,SPSV_01882,Overcharging,2022-07-21,No,,No
CMP_009325,SPSV_00454,Conduct,2024-03-20,Yes,32.0,No
CMP_009326,SPSV_01790,Accessibility,2023-07-01,No,,Yes
CMP_009327,SPSV_01426,Refusal of Hire,2023-03-23,Yes,13.0,No
CMP_009328,SPSV_00457,Other,2023-10-01,No,,No
CMP_009329,SPSV_01856,Other,2023-11-23,Yes,8.0,No
CMP_009330,SPSV_01568,Overcharging,2024-01-06,No,,Yes
CMP_009331,SPSV_00371,Conduct,2025-05-01,Yes,10.0,No
CMP_009332,SPSV_01326,Other,2024-04-23,Yes,20.0,No
CMP_009333,SPSV_04284,Accessibility,2025-05-22,Yes,10.0,No
CMP_009334,SPSV_02951,Conduct,2024-08-24,No,,Yes
CMP_009335,SPSV_01626,Conduct,2023-07-12,Yes,11.0,No
CMP_009336,SPSV_04381,Conduct,2022-01-13,No,,No
CMP_009337,SPSV_00258,Refusal of Hire,2022-06-10,Yes,20.0,No
CMP_009338,SPSV_02723,Conduct,2023-08-30,Yes,32.0,No
CMP_009339,SPSV_01084,Refusal of Hire,2025-01-18,Yes,9.0,No
CMP_009340,SPSV_02181,Conduct,2025-11-18,Yes,20.0,No
CMP_009341,SPSV_04331,Other,2022-08-06,Yes,12.0,No
CMP_009342,SPSV_02488,Vehicle Safety,2023-08-16,Yes,24.0,No
CMP_009343,SPSV_03170,Other,2025-11-30,No,,No
CMP_009344,SPSV_04036,Conduct,2024-07-17,Yes,9.0,No
CMP_009345,SPSV_03457,Conduct,2023-04-25,no,,No
CMP_009346,SPSV_04218,No Show,2024-01-06,Yes,7.0,No
CMP_009347,SPSV_02329,Conduct,2025-10-10,Yes,11.0,No
CMP_009348,SPSV_03380,Conduct,2024-04-23,Yes,5.0,No
CMP_009349,SPSV_04002,Conduct,2025-01-02,Yes,10.0,No
